,name,review,bookmark,smile,sad,address,district,cuisine,dish
11018,The Greenery 雅苑座,810,43064,528,80,"3/F, The Royal Garden, 69 Mody Road,",Tsim Sha Tsui,Western,Buffet
11019,Australia Dairy Company 澳洲牛奶公司,2705,42846,1630,276,"G/F, 47-49 Parkes Street,",Jordan,Hong Kong Style,Dessert
11020,Burgeroom,1116,42502,897,61,"Shop D, G/F, Food Street, 50-56 Paterson Street, Fashion Walk,",Causeway Bay,American,Hamburger
11021,The Cheesecake Factory 芝樂坊餐廳,761,42457,459,47,"Shop G102, G/F, Gateway Arcade, Harbour City, 25 Canton Road,",Tsim Sha Tsui,American,Hamburger
11022,La Scala 花月庭,560,40870,302,75,"2/F, Royal Plaza Hotel, 193 Prince Edward Road West,",Mong Kok,International,Buffet
11023,Goobne Chicken,610,37812,462,17,"2/F, The HART, 4 Hart Avenue,",Tsim Sha Tsui,Korean,Korean Fried Chicken
11024,Promenade Restaurant Promenade 西餐廳,430,37784,251,57,"7/F, Harbour Plaza Metropolis, 7 Metropolis Drive,",Hung Hom,International,Buffet
11025,Deluxe Daikiya Japanese Restaurant 極尚大喜屋日本料理,597,60358,445,23,"Shop 102, 1/F, Albion Plaza, 2-6 Granville Road,",Tsim Sha Tsui,Japanese,Sushi/Sashimi
11026,The Place,520,58751,260,76,"Level L, Cordis, Hong Kong at Langham Place, 555 Shanghai Street,",Mong Kok,International,Seafood
11027,LAB EAT Restaurant & Bar,620,57443,475,31,"Shop 1-2, G/F, Kiu Fung Mansion, 83-89 Kimberlay Road,",Tsim Sha Tsui,Western,Seafood
11028,Market Hotpot 鮮入圍煮,320,49070,224,24,"2/F, Dundas Square, 43H Dundas Street,",Mong Kok,Guangdong,Hot Pot
11029,Sky726,594,46835,442,41,"25/F, 724-726 Nathan Road,",Mong Kok,French,Dessert
11030,Sing Heung Yuen 勝香園,1379,46289,974,79,"G/F, 2 Mei Lun Street,",Central,Hong Kong Style,Tea Restaurant
11031,Espuma,1019,44761,654,81,"2/F, H8, 8 Hau Fook Street,",Tsim Sha Tsui,Spanish,Dessert
11032,TONO DAIKIYA Japanese Restaurant 殿 大喜屋日本料理,568,44263,404,24,"1/F, 26 Kimberley Road,",Tsim Sha Tsui,Japanese,Sushi/Sashimi
11033,The Greenery 雅苑座,810,43064,528,80,"3/F, The Royal Garden, 69 Mody Road,",Tsim Sha Tsui,Western,Buffet
11034,Australia Dairy Company 澳洲牛奶公司,2705,42846,1630,276,"G/F, 47-49 Parkes Street,",Jordan,Hong Kong Style,Dessert
11035,Burgeroom,1116,42502,897,61,"Shop D, G/F, Food Street, 50-56 Paterson Street, Fashion Walk,",Causeway Bay,American,Hamburger
11036,The Cheesecake Factory 芝樂坊餐廳,761,42457,459,47,"Shop G102, G/F, Gateway Arcade, Harbour City, 25 Canton Road,",Tsim Sha Tsui,American,Hamburger
11037,La Scala 花月庭,560,40870,302,75,"2/F, Royal Plaza Hotel, 193 Prince Edward Road West,",Mong Kok,International,Buffet
11038,Goobne Chicken,610,37812,462,17,"2/F, The HART, 4 Hart Avenue,",Tsim Sha Tsui,Korean,Korean Fried Chicken
11039,Promenade Restaurant Promenade 西餐廳,430,37784,251,57,"7/F, Harbour Plaza Metropolis, 7 Metropolis Drive,",Hung Hom,International,Buffet
11040,Deluxe Daikiya Japanese Restaurant 極尚大喜屋日本料理,597,60358,445,23,"Shop 102, 1/F, Albion Plaza, 2-6 Granville Road,",Tsim Sha Tsui,Japanese,Sushi/Sashimi
11041,The Place,520,58751,260,76,"Level L, Cordis, Hong Kong at Langham Place, 555 Shanghai Street,",Mong Kok,International,Seafood
11042,LAB EAT Restaurant & Bar,620,57443,475,31,"Shop 1-2, G/F, Kiu Fung Mansion, 83-89 Kimberlay Road,",Tsim Sha Tsui,Western,Seafood
11043,Market Hotpot 鮮入圍煮,320,49070,224,24,"2/F, Dundas Square, 43H Dundas Street,",Mong Kok,Guangdong,Hot Pot
11044,Sky726,594,46835,442,41,"25/F, 724-726 Nathan Road,",Mong Kok,French,Dessert
11045,Sing Heung Yuen 勝香園,1379,46288,974,79,"G/F, 2 Mei Lun Street,",Central,Hong Kong Style,Tea Restaurant
11046,Espuma,1019,44761,654,81,"2/F, H8, 8 Hau Fook Street,",Tsim Sha Tsui,Spanish,Dessert
11047,TONO DAIKIYA Japanese Restaurant 殿 大喜屋日本料理,568,44263,404,24,"1/F, 26 Kimberley Road,",Tsim Sha Tsui,Japanese,Sushi/Sashimi
11048,The Greenery 雅苑座,810,43064,528,80,"3/F, The Royal Garden, 69 Mody Road,",Tsim Sha Tsui,Western,Buffet
11049,Australia Dairy Company 澳洲牛奶公司,2705,42846,1630,276,"G/F, 47-49 Parkes Street,",Jordan,Hong Kong Style,Dessert
11050,Burgeroom,1116,42502,897,61,"Shop D, G/F, Food Street, 50-56 Paterson Street, Fashion Walk,",Causeway Bay,American,Hamburger
11051,The Cheesecake Factory 芝樂坊餐廳,761,42457,459,47,"Shop G102, G/F, Gateway Arcade, Harbour City, 25 Canton Road,",Tsim Sha Tsui,American,Hamburger
11052,La Scala 花月庭,560,40870,302,75,"2/F, Royal Plaza Hotel, 193 Prince Edward Road West,",Mong Kok,International,Buffet
11053,Goobne Chicken,610,37812,462,17,"2/F, The HART, 4 Hart Avenue,",Tsim Sha Tsui,Korean,Korean Fried Chicken
11054,Promenade Restaurant Promenade 西餐廳,430,37784,251,57,"7/F, Harbour Plaza Metropolis, 7 Metropolis Drive,",Hung Hom,International,Buffet
11055,Deluxe Daikiya Japanese Restaurant 極尚大喜屋日本料理,597,60358,445,23,"Shop 102, 1/F, Albion Plaza, 2-6 Granville Road,",Tsim Sha Tsui,Japanese,Sushi/Sashimi
11056,The Place,520,58751,260,76,"Level L, Cordis, Hong Kong at Langham Place, 555 Shanghai Street,",Mong Kok,International,Seafood
11057,LAB EAT Restaurant & Bar,620,57443,475,31,"Shop 1-2, G/F, Kiu Fung Mansion, 83-89 Kimberlay Road,",Tsim Sha Tsui,Western,Seafood
11058,Market Hotpot 鮮入圍煮,320,49070,224,24,"2/F, Dundas Square, 43H Dundas Street,",Mong Kok,Guangdong,Hot Pot
11059,Sky726,594,46835,442,41,"25/F, 724-726 Nathan Road,",Mong Kok,French,Dessert
11060,Sing Heung Yuen 勝香園,1379,46289,974,79,"G/F, 2 Mei Lun Street,",Central,Hong Kong Style,Tea Restaurant
11061,Espuma,1019,44761,654,81,"2/F, H8, 8 Hau Fook Street,",Tsim Sha Tsui,Spanish,Dessert
11062,TONO DAIKIYA Japanese Restaurant 殿 大喜屋日本料理,568,44263,404,24,"1/F, 26 Kimberley Road,",Tsim Sha Tsui,Japanese,Sushi/Sashimi
11063,The Greenery 雅苑座,810,43064,528,80,"3/F, The Royal Garden, 69 Mody Road,",Tsim Sha Tsui,Western,Buffet
11064,Australia Dairy Company 澳洲牛奶公司,2705,42846,1630,276,"G/F, 47-49 Parkes Street,",Jordan,Hong Kong Style,Dessert
11065,Burgeroom,1116,42502,897,61,"Shop D, G/F, Food Street, 50-56 Paterson Street, Fashion Walk,",Causeway Bay,American,Hamburger
11066,The Cheesecake Factory 芝樂坊餐廳,761,42457,459,47,"Shop G102, G/F, Gateway Arcade, Harbour City, 25 Canton Road,",Tsim Sha Tsui,American,Hamburger
11067,La Scala 花月庭,560,40870,302,75,"2/F, Royal Plaza Hotel, 193 Prince Edward Road West,",Mong Kok,International,Buffet
11068,Goobne Chicken,610,37812,462,17,"2/F, The HART, 4 Hart Avenue,",Tsim Sha Tsui,Korean,Korean Fried Chicken
11069,Promenade Restaurant Promenade 西餐廳,430,37784,251,57,"7/F, Harbour Plaza Metropolis, 7 Metropolis Drive,",Hung Hom,International,Buffet
11070,Deluxe Daikiya Japanese Restaurant 極尚大喜屋日本料理,597,60358,445,23,"Shop 102, 1/F, Albion Plaza, 2-6 Granville Road,",Tsim Sha Tsui,Japanese,Sushi/Sashimi
11071,The Place,520,58751,260,76,"Level L, Cordis, Hong Kong at Langham Place, 555 Shanghai Street,",Mong Kok,International,Seafood
11072,LAB EAT Restaurant & Bar,620,57443,475,31,"Shop 1-2, G/F, Kiu Fung Mansion, 83-89 Kimberlay Road,",Tsim Sha Tsui,Western,Seafood
11073,Market Hotpot 鮮入圍煮,320,49070,224,24,"2/F, Dundas Square, 43H Dundas Street,",Mong Kok,Guangdong,Hot Pot
11074,Sky726,594,46835,442,41,"25/F, 724-726 Nathan Road,",Mong Kok,French,Dessert
11075,Sing Heung Yuen 勝香園,1379,46289,974,79,"G/F, 2 Mei Lun Street,",Central,Hong Kong Style,Tea Restaurant
11076,Espuma,1019,44761,654,81,"2/F, H8, 8 Hau Fook Street,",Tsim Sha Tsui,Spanish,Dessert
11077,TONO DAIKIYA Japanese Restaurant 殿 大喜屋日本料理,568,44263,404,24,"1/F, 26 Kimberley Road,",Tsim Sha Tsui,Japanese,Sushi/Sashimi
11078,The Greenery 雅苑座,810,43064,528,80,"3/F, The Royal Garden, 69 Mody Road,",Tsim Sha Tsui,Western,Buffet
11079,Australia Dairy Company 澳洲牛奶公司,2705,42846,1630,276,"G/F, 47-49 Parkes Street,",Jordan,Hong Kong Style,Dessert
11080,Burgeroom,1116,42502,897,61,"Shop D, G/F, Food Street, 50-56 Paterson Street, Fashion Walk,",Causeway Bay,American,Hamburger
11081,The Cheesecake Factory 芝樂坊餐廳,761,42457,459,47,"Shop G102, G/F, Gateway Arcade, Harbour City, 25 Canton Road,",Tsim Sha Tsui,American,Hamburger
11082,La Scala 花月庭,560,40870,302,75,"2/F, Royal Plaza Hotel, 193 Prince Edward Road West,",Mong Kok,International,Buffet
11083,Goobne Chicken,610,37812,462,17,"2/F, The HART, 4 Hart Avenue,",Tsim Sha Tsui,Korean,Korean Fried Chicken
11084,Promenade Restaurant Promenade 西餐廳,430,37784,251,57,"7/F, Harbour Plaza Metropolis, 7 Metropolis Drive,",Hung Hom,International,Buffet
11085,Deluxe Daikiya Japanese Restaurant 極尚大喜屋日本料理,597,60358,445,23,"Shop 102, 1/F, Albion Plaza, 2-6 Granville Road,",Tsim Sha Tsui,Japanese,Sushi/Sashimi
11086,The Place,520,58751,260,76,"Level L, Cordis, Hong Kong at Langham Place, 555 Shanghai Street,",Mong Kok,International,Seafood
11087,LAB EAT Restaurant & Bar,620,57443,475,31,"Shop 1-2, G/F, Kiu Fung Mansion, 83-89 Kimberlay Road,",Tsim Sha Tsui,Western,Seafood
11088,Market Hotpot 鮮入圍煮,320,49070,224,24,"2/F, Dundas Square, 43H Dundas Street,",Mong Kok,Guangdong,Hot Pot
11089,Sky726,594,46835,442,41,"25/F, 724-726 Nathan Road,",Mong Kok,French,Dessert
11090,Sing Heung Yuen 勝香園,1379,46289,974,79,"G/F, 2 Mei Lun Street,",Central,Hong Kong Style,Tea Restaurant
11091,Espuma,1019,44761,654,81,"2/F, H8, 8 Hau Fook Street,",Tsim Sha Tsui,Spanish,Dessert
11092,TONO DAIKIYA Japanese Restaurant 殿 大喜屋日本料理,568,44263,404,24,"1/F, 26 Kimberley Road,",Tsim Sha Tsui,Japanese,Sushi/Sashimi
11093,The Greenery 雅苑座,810,43064,528,80,"3/F, The Royal Garden, 69 Mody Road,",Tsim Sha Tsui,Western,Buffet
11094,Australia Dairy Company 澳洲牛奶公司,2705,42846,1630,276,"G/F, 47-49 Parkes Street,",Jordan,Hong Kong Style,Dessert
11095,Burgeroom,1116,42502,897,61,"Shop D, G/F, Food Street, 50-56 Paterson Street, Fashion Walk,",Causeway Bay,American,Hamburger
11096,The Cheesecake Factory 芝樂坊餐廳,761,42457,459,47,"Shop G102, G/F, Gateway Arcade, Harbour City, 25 Canton Road,",Tsim Sha Tsui,American,Hamburger
11097,La Scala 花月庭,560,40870,302,75,"2/F, Royal Plaza Hotel, 193 Prince Edward Road West,",Mong Kok,International,Buffet
11098,Goobne Chicken,610,37812,462,17,"2/F, The HART, 4 Hart Avenue,",Tsim Sha Tsui,Korean,Korean Fried Chicken
11099,Promenade Restaurant Promenade 西餐廳,430,37784,251,57,"7/F, Harbour Plaza Metropolis, 7 Metropolis Drive,",Hung Hom,International,Buffet
11100,Deluxe Daikiya Japanese Restaurant 極尚大喜屋日本料理,597,60358,445,23,"Shop 102, 1/F, Albion Plaza, 2-6 Granville Road,",Tsim Sha Tsui,Japanese,Sushi/Sashimi
11101,The Place,520,58751,260,76,"Level L, Cordis, Hong Kong at Langham Place, 555 Shanghai Street,",Mong Kok,International,Seafood
11102,LAB EAT Restaurant & Bar,620,57443,475,31,"Shop 1-2, G/F, Kiu Fung Mansion, 83-89 Kimberlay Road,",Tsim Sha Tsui,Western,Seafood
11103,Market Hotpot 鮮入圍煮,320,49070,224,24,"2/F, Dundas Square, 43H Dundas Street,",Mong Kok,Guangdong,Hot Pot
11104,Sky726,594,46835,442,41,"25/F, 724-726 Nathan Road,",Mong Kok,French,Dessert
11105,Sing Heung Yuen 勝香園,1379,46289,974,79,"G/F, 2 Mei Lun Street,",Central,Hong Kong Style,Tea Restaurant
11106,Espuma,1019,44761,654,81,"2/F, H8, 8 Hau Fook Street,",Tsim Sha Tsui,Spanish,Dessert
11107,TONO DAIKIYA Japanese Restaurant 殿 大喜屋日本料理,568,44263,404,24,"1/F, 26 Kimberley Road,",Tsim Sha Tsui,Japanese,Sushi/Sashimi
11108,The Greenery 雅苑座,810,43064,528,80,"3/F, The Royal Garden, 69 Mody Road,",Tsim Sha Tsui,Western,Buffet
11109,Australia Dairy Company 澳洲牛奶公司,2705,42846,1630,276,"G/F, 47-49 Parkes Street,",Jordan,Hong Kong Style,Dessert
11110,Burgeroom,1116,42502,897,61,"Shop D, G/F, Food Street, 50-56 Paterson Street, Fashion Walk,",Causeway Bay,American,Hamburger
11111,The Cheesecake Factory 芝樂坊餐廳,761,42457,459,47,"Shop G102, G/F, Gateway Arcade, Harbour City, 25 Canton Road,",Tsim Sha Tsui,American,Hamburger
11112,La Scala 花月庭,560,40870,302,75,"2/F, Royal Plaza Hotel, 193 Prince Edward Road West,",Mong Kok,International,Buffet
11113,Goobne Chicken,610,37812,462,17,"2/F, The HART, 4 Hart Avenue,",Tsim Sha Tsui,Korean,Korean Fried Chicken
11114,Promenade Restaurant Promenade 西餐廳,430,37784,251,57,"7/F, Harbour Plaza Metropolis, 7 Metropolis Drive,",Hung Hom,International,Buffet
11115,Deluxe Daikiya Japanese Restaurant 極尚大喜屋日本料理,597,60358,445,23,"Shop 102, 1/F, Albion Plaza, 2-6 Granville Road,",Tsim Sha Tsui,Japanese,Sushi/Sashimi
11116,The Place,520,58751,260,76,"Level L, Cordis, Hong Kong at Langham Place, 555 Shanghai Street,",Mong Kok,International,Seafood
11117,LAB EAT Restaurant & Bar,620,57443,475,31,"Shop 1-2, G/F, Kiu Fung Mansion, 83-89 Kimberlay Road,",Tsim Sha Tsui,Western,Seafood
11118,Market Hotpot 鮮入圍煮,320,49070,224,24,"2/F, Dundas Square, 43H Dundas Street,",Mong Kok,Guangdong,Hot Pot
11119,Sky726,594,46835,442,41,"25/F, 724-726 Nathan Road,",Mong Kok,French,Dessert
11120,Sing Heung Yuen 勝香園,1379,46288,974,79,"G/F, 2 Mei Lun Street,",Central,Hong Kong Style,Tea Restaurant
11121,Espuma,1019,44761,654,81,"2/F, H8, 8 Hau Fook Street,",Tsim Sha Tsui,Spanish,Dessert
11122,TONO DAIKIYA Japanese Restaurant 殿 大喜屋日本料理,568,44263,404,24,"1/F, 26 Kimberley Road,",Tsim Sha Tsui,Japanese,Sushi/Sashimi
11123,The Greenery 雅苑座,810,43064,528,80,"3/F, The Royal Garden, 69 Mody Road,",Tsim Sha Tsui,Western,Buffet
11124,Australia Dairy Company 澳洲牛奶公司,2705,42846,1630,276,"G/F, 47-49 Parkes Street,",Jordan,Hong Kong Style,Dessert
11125,Burgeroom,1116,42502,897,61,"Shop D, G/F, Food Street, 50-56 Paterson Street, Fashion Walk,",Causeway Bay,American,Hamburger
11126,The Cheesecake Factory 芝樂坊餐廳,761,42457,459,47,"Shop G102, G/F, Gateway Arcade, Harbour City, 25 Canton Road,",Tsim Sha Tsui,American,Hamburger
11127,La Scala 花月庭,560,40870,302,75,"2/F, Royal Plaza Hotel, 193 Prince Edward Road West,",Mong Kok,International,Buffet
11128,Goobne Chicken,610,37812,462,17,"2/F, The HART, 4 Hart Avenue,",Tsim Sha Tsui,Korean,Korean Fried Chicken
11129,Promenade Restaurant Promenade 西餐廳,430,37784,251,57,"7/F, Harbour Plaza Metropolis, 7 Metropolis Drive,",Hung Hom,International,Buffet
11130,Deluxe Daikiya Japanese Restaurant 極尚大喜屋日本料理,597,60358,445,23,"Shop 102, 1/F, Albion Plaza, 2-6 Granville Road,",Tsim Sha Tsui,Japanese,Sushi/Sashimi
11131,The Place,520,58751,260,76,"Level L, Cordis, Hong Kong at Langham Place, 555 Shanghai Street,",Mong Kok,International,Seafood
11132,LAB EAT Restaurant & Bar,620,57443,475,31,"Shop 1-2, G/F, Kiu Fung Mansion, 83-89 Kimberlay Road,",Tsim Sha Tsui,Western,Seafood
11133,Market Hotpot 鮮入圍煮,320,49070,224,24,"2/F, Dundas Square, 43H Dundas Street,",Mong Kok,Guangdong,Hot Pot
11134,Sky726,594,46835,442,41,"25/F, 724-726 Nathan Road,",Mong Kok,French,Dessert
11135,Sing Heung Yuen 勝香園,1379,46289,974,79,"G/F, 2 Mei Lun Street,",Central,Hong Kong Style,Tea Restaurant
11136,Espuma,1019,44761,654,81,"2/F, H8, 8 Hau Fook Street,",Tsim Sha Tsui,Spanish,Dessert
11137,TONO DAIKIYA Japanese Restaurant 殿 大喜屋日本料理,568,44263,404,24,"1/F, 26 Kimberley Road,",Tsim Sha Tsui,Japanese,Sushi/Sashimi
11138,The Greenery 雅苑座,810,43064,528,80,"3/F, The Royal Garden, 69 Mody Road,",Tsim Sha Tsui,Western,Buffet
11139,Australia Dairy Company 澳洲牛奶公司,2705,42846,1630,276,"G/F, 47-49 Parkes Street,",Jordan,Hong Kong Style,Dessert
11140,Burgeroom,1116,42502,897,61,"Shop D, G/F, Food Street, 50-56 Paterson Street, Fashion Walk,",Causeway Bay,American,Hamburger
11141,The Cheesecake Factory 芝樂坊餐廳,761,42457,459,47,"Shop G102, G/F, Gateway Arcade, Harbour City, 25 Canton Road,",Tsim Sha Tsui,American,Hamburger
11142,La Scala 花月庭,560,40870,302,75,"2/F, Royal Plaza Hotel, 193 Prince Edward Road West,",Mong Kok,International,Buffet
11143,Goobne Chicken,610,37812,462,17,"2/F, The HART, 4 Hart Avenue,",Tsim Sha Tsui,Korean,Korean Fried Chicken
11144,Promenade Restaurant Promenade 西餐廳,430,37784,251,57,"7/F, Harbour Plaza Metropolis, 7 Metropolis Drive,",Hung Hom,International,Buffet
11145,Deluxe Daikiya Japanese Restaurant 極尚大喜屋日本料理,597,60358,445,23,"Shop 102, 1/F, Albion Plaza, 2-6 Granville Road,",Tsim Sha Tsui,Japanese,Sushi/Sashimi
11146,The Place,520,58751,260,76,"Level L, Cordis, Hong Kong at Langham Place, 555 Shanghai Street,",Mong Kok,International,Seafood
11147,LAB EAT Restaurant & Bar,620,57443,475,31,"Shop 1-2, G/F, Kiu Fung Mansion, 83-89 Kimberlay Road,",Tsim Sha Tsui,Western,Seafood
11148,Market Hotpot 鮮入圍煮,320,49070,224,24,"2/F, Dundas Square, 43H Dundas Street,",Mong Kok,Guangdong,Hot Pot
11149,Sky726,594,46835,442,41,"25/F, 724-726 Nathan Road,",Mong Kok,French,Dessert
11150,Sing Heung Yuen 勝香園,1379,46289,974,79,"G/F, 2 Mei Lun Street,",Central,Hong Kong Style,Tea Restaurant
11151,Espuma,1019,44761,654,81,"2/F, H8, 8 Hau Fook Street,",Tsim Sha Tsui,Spanish,Dessert
11152,TONO DAIKIYA Japanese Restaurant 殿 大喜屋日本料理,568,44263,404,24,"1/F, 26 Kimberley Road,",Tsim Sha Tsui,Japanese,Sushi/Sashimi
11153,The Greenery 雅苑座,810,43064,528,80,"3/F, The Royal Garden, 69 Mody Road,",Tsim Sha Tsui,Western,Buffet
11154,Australia Dairy Company 澳洲牛奶公司,2705,42846,1630,276,"G/F, 47-49 Parkes Street,",Jordan,Hong Kong Style,Dessert
11155,Burgeroom,1116,42502,897,61,"Shop D, G/F, Food Street, 50-56 Paterson Street, Fashion Walk,",Causeway Bay,American,Hamburger
11156,The Cheesecake Factory 芝樂坊餐廳,761,42457,459,47,"Shop G102, G/F, Gateway Arcade, Harbour City, 25 Canton Road,",Tsim Sha Tsui,American,Hamburger
11157,La Scala 花月庭,560,40870,302,75,"2/F, Royal Plaza Hotel, 193 Prince Edward Road West,",Mong Kok,International,Buffet
11158,Goobne Chicken,610,37812,462,17,"2/F, The HART, 4 Hart Avenue,",Tsim Sha Tsui,Korean,Korean Fried Chicken
11159,Promenade Restaurant Promenade 西餐廳,430,37784,251,57,"7/F, Harbour Plaza Metropolis, 7 Metropolis Drive,",Hung Hom,International,Buffet
11160,Deluxe Daikiya Japanese Restaurant 極尚大喜屋日本料理,597,60358,445,23,"Shop 102, 1/F, Albion Plaza, 2-6 Granville Road,",Tsim Sha Tsui,Japanese,Sushi/Sashimi
11161,The Place,520,58751,260,76,"Level L, Cordis, Hong Kong at Langham Place, 555 Shanghai Street,",Mong Kok,International,Seafood
11162,LAB EAT Restaurant & Bar,620,57443,475,31,"Shop 1-2, G/F, Kiu Fung Mansion, 83-89 Kimberlay Road,",Tsim Sha Tsui,Western,Seafood
11163,Market Hotpot 鮮入圍煮,320,49070,224,24,"2/F, Dundas Square, 43H Dundas Street,",Mong Kok,Guangdong,Hot Pot
11164,Sky726,594,46835,442,41,"25/F, 724-726 Nathan Road,",Mong Kok,French,Dessert
11165,Sing Heung Yuen 勝香園,1379,46289,974,79,"G/F, 2 Mei Lun Street,",Central,Hong Kong Style,Tea Restaurant
11166,Espuma,1019,44761,654,81,"2/F, H8, 8 Hau Fook Street,",Tsim Sha Tsui,Spanish,Dessert
11167,TONO DAIKIYA Japanese Restaurant 殿 大喜屋日本料理,568,44263,404,24,"1/F, 26 Kimberley Road,",Tsim Sha Tsui,Japanese,Sushi/Sashimi
11168,The Greenery 雅苑座,810,43064,528,80,"3/F, The Royal Garden, 69 Mody Road,",Tsim Sha Tsui,Western,Buffet
11169,Australia Dairy Company 澳洲牛奶公司,2705,42846,1630,276,"G/F, 47-49 Parkes Street,",Jordan,Hong Kong Style,Dessert
11170,Burgeroom,1116,42502,897,61,"Shop D, G/F, Food Street, 50-56 Paterson Street, Fashion Walk,",Causeway Bay,American,Hamburger
11171,The Cheesecake Factory 芝樂坊餐廳,761,42457,459,47,"Shop G102, G/F, Gateway Arcade, Harbour City, 25 Canton Road,",Tsim Sha Tsui,American,Hamburger
11172,La Scala 花月庭,560,40870,302,75,"2/F, Royal Plaza Hotel, 193 Prince Edward Road West,",Mong Kok,International,Buffet
11173,Goobne Chicken,610,37812,462,17,"2/F, The HART, 4 Hart Avenue,",Tsim Sha Tsui,Korean,Korean Fried Chicken
11174,Promenade Restaurant Promenade 西餐廳,430,37784,251,57,"7/F, Harbour Plaza Metropolis, 7 Metropolis Drive,",Hung Hom,International,Buffet
11175,Deluxe Daikiya Japanese Restaurant 極尚大喜屋日本料理,597,60358,445,23,"Shop 102, 1/F, Albion Plaza, 2-6 Granville Road,",Tsim Sha Tsui,Japanese,Sushi/Sashimi
11176,The Place,520,58751,260,76,"Level L, Cordis, Hong Kong at Langham Place, 555 Shanghai Street,",Mong Kok,International,Seafood
11177,LAB EAT Restaurant & Bar,620,57443,475,31,"Shop 1-2, G/F, Kiu Fung Mansion, 83-89 Kimberlay Road,",Tsim Sha Tsui,Western,Seafood
11178,Market Hotpot 鮮入圍煮,320,49070,224,24,"2/F, Dundas Square, 43H Dundas Street,",Mong Kok,Guangdong,Hot Pot
11179,Sky726,594,46835,442,41,"25/F, 724-726 Nathan Road,",Mong Kok,French,Dessert
11180,Sing Heung Yuen 勝香園,1379,46288,974,79,"G/F, 2 Mei Lun Street,",Central,Hong Kong Style,Tea Restaurant
11181,Espuma,1019,44761,654,81,"2/F, H8, 8 Hau Fook Street,",Tsim Sha Tsui,Spanish,Dessert
11182,TONO DAIKIYA Japanese Restaurant 殿 大喜屋日本料理,568,44263,404,24,"1/F, 26 Kimberley Road,",Tsim Sha Tsui,Japanese,Sushi/Sashimi
11183,The Greenery 雅苑座,810,43064,528,80,"3/F, The Royal Garden, 69 Mody Road,",Tsim Sha Tsui,Western,Buffet
11184,Australia Dairy Company 澳洲牛奶公司,2705,42846,1630,276,"G/F, 47-49 Parkes Street,",Jordan,Hong Kong Style,Dessert
11185,Burgeroom,1116,42502,897,61,"Shop D, G/F, Food Street, 50-56 Paterson Street, Fashion Walk,",Causeway Bay,American,Hamburger
11186,The Cheesecake Factory 芝樂坊餐廳,761,42457,459,47,"Shop G102, G/F, Gateway Arcade, Harbour City, 25 Canton Road,",Tsim Sha Tsui,American,Hamburger
11187,La Scala 花月庭,560,40870,302,75,"2/F, Royal Plaza Hotel, 193 Prince Edward Road West,",Mong Kok,International,Buffet
11188,Goobne Chicken,610,37812,462,17,"2/F, The HART, 4 Hart Avenue,",Tsim Sha Tsui,Korean,Korean Fried Chicken
11189,Promenade Restaurant Promenade 西餐廳,430,37784,251,57,"7/F, Harbour Plaza Metropolis, 7 Metropolis Drive,",Hung Hom,International,Buffet
11190,Deluxe Daikiya Japanese Restaurant 極尚大喜屋日本料理,597,60358,445,23,"Shop 102, 1/F, Albion Plaza, 2-6 Granville Road,",Tsim Sha Tsui,Japanese,Sushi/Sashimi
11191,The Place,520,58751,260,76,"Level L, Cordis, Hong Kong at Langham Place, 555 Shanghai Street,",Mong Kok,International,Seafood
11192,LAB EAT Restaurant & Bar,620,57443,475,31,"Shop 1-2, G/F, Kiu Fung Mansion, 83-89 Kimberlay Road,",Tsim Sha Tsui,Western,Seafood
11193,Market Hotpot 鮮入圍煮,320,49070,224,24,"2/F, Dundas Square, 43H Dundas Street,",Mong Kok,Guangdong,Hot Pot
11194,Sky726,594,46835,442,41,"25/F, 724-726 Nathan Road,",Mong Kok,French,Dessert
11195,Sing Heung Yuen 勝香園,1379,46288,974,79,"G/F, 2 Mei Lun Street,",Central,Hong Kong Style,Tea Restaurant
11196,Espuma,1019,44761,654,81,"2/F, H8, 8 Hau Fook Street,",Tsim Sha Tsui,Spanish,Dessert
11197,TONO DAIKIYA Japanese Restaurant 殿 大喜屋日本料理,568,44263,404,24,"1/F, 26 Kimberley Road,",Tsim Sha Tsui,Japanese,Sushi/Sashimi
11198,The Greenery 雅苑座,810,43064,528,80,"3/F, The Royal Garden, 69 Mody Road,",Tsim Sha Tsui,Western,Buffet
11199,Australia Dairy Company 澳洲牛奶公司,2705,42846,1630,276,"G/F, 47-49 Parkes Street,",Jordan,Hong Kong Style,Dessert
11200,Burgeroom,1116,42502,897,61,"Shop D, G/F, Food Street, 50-56 Paterson Street, Fashion Walk,",Causeway Bay,American,Hamburger
11201,The Cheesecake Factory 芝樂坊餐廳,761,42457,459,47,"Shop G102, G/F, Gateway Arcade, Harbour City, 25 Canton Road,",Tsim Sha Tsui,American,Hamburger
11202,La Scala 花月庭,560,40870,302,75,"2/F, Royal Plaza Hotel, 193 Prince Edward Road West,",Mong Kok,International,Buffet
11203,Goobne Chicken,610,37812,462,17,"2/F, The HART, 4 Hart Avenue,",Tsim Sha Tsui,Korean,Korean Fried Chicken
11204,Promenade Restaurant Promenade 西餐廳,430,37784,251,57,"7/F, Harbour Plaza Metropolis, 7 Metropolis Drive,",Hung Hom,International,Buffet
