, ,instrument date,district,property,floor,unit,area_sq.ft.,price,price/sq.ft.,source,e_n,long_lat
127, ,02/02/2019,Sham Shui Po,"Shop  on G/F, , No.0225-0227 Lai Chi Kok Road, Sham Shui Po, Kowloon",-,-,2200,80000.0,@$36,Market,"(833362.9631, 821867.770540001)","(114.148674859, 22.335867367)"
128, ,02/02/2019,Causeway Bay,"Shop  on G/F, & 1/F, No.0014 Kai Chiu Road, Causeway Bay, Hong Kong",-,-,1500,58000.0,@$39,Market,request_failed,request_failed
129, ,02/02/2019,Kwun Tong,"No. 0016, East Sun Industrial Centre, Shing Yip Street, Kwun Tong, Kowloon",3,F(22),87,3400.0,@$39,Market,"(841321, 818989)","(114.225915284, 22.309865387)"
130, ,02/02/2019,Kwun Tong,"No. 0016, East Sun Industrial Centre, Shing Yip Street, Kwun Tong, Kowloon",4,D08,162,4500.0,@$28,Market,"(841321, 818989)","(114.225915284, 22.309865387)"
131, ,02/02/2019,Kwun Tong,"No. 0016, East Sun Industrial Centre, Shing Yip Street, Kwun Tong, Kowloon",11,A(11),110,3800.0,@$35,Market,"(841321, 818989)","(114.225915284, 22.309865387)"
132, ,21/01/2019,Yuen Long,"No. 0051-0059, Yuen Long Centre, Sau Fu Street, Yuen Long, New Territories",10,6,390,12500.0,@$32,Market,"(820811, 833953)","(114.026714706, 22.44493586)"
133, ,21/01/2019,Shek Mun,"No. 1, Kings Wing Plaza 2, On Kwan Street, Shek Mun, New Territories",1,101(C20),177,17000.0,@$96,Market,"(839502.7, 827757.8)","(114.208285889, 22.389056941)"
134, ,21/01/2019,Tsing Yi,"No. 0001-0033, Tsing Yi Industrial Centre Ph. 2, Blk. C, Cheung Tat Road, Tsing Yi, New Territories",15,1,1929,17000.0,@$9,Market,"(829400.66357, 823373.36468)","(114.110205945, 22.349452481)"
135, ,21/01/2019,Kwun Tong,"No. 0051, Southtex Building, Tsun Yip Street, Kwun Tong, Kowloon",9,E,320,5120.0,@$16,Market,"(840877, 819096)","(114.221606436, 22.310832909)"
136, ,21/01/2019,Tsuen Wan,"Shop G36 on G/F, , Waterside Plaza, No.0038 Wing Shun Street, Tsuen Wan, New Territories",-,-,5145,102900.0,@$20,Market,"(829733, 825050)","(114.113425429, 22.36459471)"
137, ,21/01/2019,Wan Chai,"No. 0024-0034, 28 Hennessy Road, Hennessy Road, Wan Chai, Hong Kong",15,WF,4935,370125.0,@$75,Market,"(835887.07146, 815416.809)","(114.173178166, 22.277613664)"
138, ,21/01/2019,Tuen Mun,"No. 17, Co-Tack Industrial Building, Kin Fat Street, Tuen Mun, New Territories",LG,D-G,10000,130000.0,@$13,Market,"(814773, 829002)","(113.968124607, 22.400161051)"
139, ,21/01/2019,Yuen Long,"No. 0051-0059, Yuen Long Centre, Sau Fu Street, Yuen Long, New Territories",2,2,340,12000.0,@$35,Market,"(820811, 833953)","(114.026714706, 22.44493586)"
140, ,01/02/2019,Chai Wan,"No. 0040, Fortune Factory Building B, Lee Chung Street, Chai Wan, Hong Kong",3,B01b,3670,40370.0,@$11,Market,"(842392, 814222)","(114.236291454, 22.266812923)"
141, ,01/02/2019,Siu Lek Yuen,"No. 0002-0004, Koon Wah Building, Yuen Shun Circuit, Siu Lek Yuen, New Territories",2,20,1950,29250.0,@$15,Market,"(839230, 827091)","(114.205636516, 22.383035884)"
142, ,01/02/2019,Tsuen Wan,"No. 3, TML Tower, Hoi Shing Road, Tsuen Wan, New Territories",17,D06A,2063,35000.0,@$17,Market,"(828987, 826048)","(114.106177899, 22.373604182)"
143, ,01/02/2019,Kwun Tong,"No. 0221, Mai Tak Industrial Building, Wai Yip Street, Kwun Tong, Kowloon",7,D(32),202,3232.0,@$16,Market,"(841034, 818836)","(114.223129405, 22.308484524)"
144, ,01/02/2019,Kwun Tong,"No. 0221, Mai Tak Industrial Building, Wai Yip Street, Kwun Tong, Kowloon",7,D(36),196,3332.0,@$17,Market,"(841034, 818836)","(114.223129405, 22.308484524)"
145, ,01/02/2019,Yuen Long,"No. 0002, Energy Industrial Centre, San Fui Street, San Hei Tsuen, Ping Shan, Yuen Long, New Territories",2,A02,1154,12117.0,@$11,Market,"(818845, 833320)","(114.007622655, 22.439200715)"
146, ,01/02/2019,Cheung Sha Wan,"No. 750, Kwong Tai Factory Building, Cheung Sha Wan Road, Cheung Sha Wan, Kowloon",4,22,179,3100.0,@$17,Market,"(833621, 822183)","(114.15117913, 22.338714485)"
147, ,01/02/2019,Kwun Tong,"No. 0015-0017, Sing Win Factory Building, Shing Yip Street, Kwun Tong, Kowloon",12,5,617,12500.0,@$20,Market,"(841414, 819047)","(114.226818064, 22.310388886)"
148, ,01/02/2019,Kwun Tong,"No. 0052-0054, Hewlett Centre, Hoi Yuen Road, Kwun Tong, Kowloon",3,10,2626,38000.0,@$14,Market,"(841133, 818957)","(114.224090589, 22.30957695)"
149, ,01/02/2019,Tsuen Wan,"No. 9, Sunley Centre, Wing Yin Street, Tsuen Wan, New Territories",18,1,1060,10600.0,@$10,Market,"(830012, 824723)","(114.116135545, 22.361642761)"
150, ,01/02/2019,Fo Tan,"No. 0033-0035, Century Industrial Centre, Au Pui Wan Street, Fo Tan, New Territories",11,L,841,12000.0,@$14,Market,"(838156, 828671)","(114.195209446, 22.397305619)"
151, ,01/02/2019,Kwun Tong,"No. 0001, 1 Hung To Road, Hung To Road, Kwun Tong, Kowloon",7,3,1226,23294.0,@$19,Market,"(840561, 819515)","(114.218540662, 22.314617547)"
152, ,01/02/2019,Kwun Tong,"No. 0006, Fully Industrial Building, Tsun Yip Lane, Kwun Tong, Kowloon",2,C01,198,4158.0,@$21,Market,"(841122, 819270)","(114.22398478, 22.312403559)"
153, ,01/02/2019,Yuen Long,"No. 0001-0005, Hung Wai Industrial Building, Hi Yip Street., Yuen Long, New Territories",13,"B,C",3592,46696.0,@$13,Market,"(820957, 834473)","(114.028128038, 22.449632992)"
154, ,01/02/2019,Kwun Tong,"No. 0027, Sunbeam Centre, Shing Yip Street, Kwun Tong, Kowloon",8,01(A06),161,4508.0,@$28,Market,"(841486, 818983)","(114.22751664, 22.309810711)"
155, ,01/02/2019,Kwun Tong,"No. 0056, Genplas Factory Building, Hoi Yuen Road, Kwun Tong, Kowloon",4,(12),179,3938.0,@$22,Market,"(841157, 818993)","(114.224323626, 22.309901984)"
156, ,01/02/2019,Tsim Sha Tsui,"Unit  on 3/F, No.0017 Cameron Road, Tsim Sha Tsui, Kowloon",-,-,1600,46000.0,@$29,Market,"(835902.6875, 817772.53125)","(114.17332916, 22.298887321)"
157, ,01/02/2019,Central,"No. 0050, Winway Building, Wellington Street, Central, Hong Kong",12,1,880,40480.0,@$46,Market,"(834056, 815862)","(114.155410516, 22.281632651)"
158, ,01/02/2019,Causeway Bay,"No. 0111, Lee Garden Six, Leighton Road, Causeway Bay, Hong Kong",11,WF,2897,144850.0,@$50,Market,"(836968.63431, 815551.245820001)","(114.183672719, 22.278827611)"
159, ,01/02/2019,Tuen Mun,"No. 5, Kwong Kin Trade Centre, Kin Fat Street, Tuen Mun, New Territories",29,1,1575,16500.0,@$10,Market,"(814747, 828642)","(113.967876967, 22.396909765)"
160, ,26/09/2019,Aberdeen,"No. 0012, Goodview Centre, Wu Pak Street, Aberdeen, Hong Kong",19,2,593,15000.0,@$25,Market,"(834029, 812147)","(114.155153692, 22.248083736)"
161, ,26/09/2019,Kwun Tong,"No. 0065-0067, King Win Factory Building, King Yip Street, Kwun Tong, Kowloon",12,Q,662,12000.0,@$18,Market,"(841390, 818921)","(114.226584733, 22.309251102)"
162, ,26/09/2019,Cheung Sha Wan,"No. 93, Dragon Industrial Building, King Lam Street, Cheung Sha Wan, Kowloon",3,B01,2200,30000.0,@$14,Market,"(833246, 822289)","(114.147538691, 22.339671109)"
163, ,26/09/2019,Kwun Tong,"No. 0116/0118, Manning Industrial Building, How Ming Street, Kwun Tong, Kowloon",10,A08,296,8500.0,@$29,Market,"(841160, 819123)","(114.224353139, 22.311075953)"
164, ,26/09/2019,Tsim Sha Tsui East,"No. 0062, Wing On Plaza, Mody Road, Tsim Sha Tsui East, Kowloon",12,12,1275,51000.0,@$40,Land Registry,"(836222, 817521)","(114.176427951, 22.296615875)"
165, ,26/09/2019,Tsim Sha Tsui East,"No. 0067, Peninsula Centre, Mody Road, Tsim Sha Tsui East, Kowloon",5,21C,279,16500.0,@$59,Market,"(836305, 817788)","(114.177233423, 22.29902705)"
166, ,26/09/2019,Causeway Bay,"No. 0001-0003, Cubus, Unknown, Causeway Bay, Hong Kong",23-25,WF,5367,322020.0,@$60,Market,"(836779.2, 815429.2)","(114.181834567, 22.277725526)"
167, ,26/09/2019,Central,"No. 0099, The Center, Queen's Road Central, Central, Hong Kong",59,5,2268,222264.0,@$98,Market,"(833980.7, 816199)","(114.154679374, 22.284675877)"
168, ,26/09/2019,Kwun Tong,"No. 0009, 9 Chong Yip Street, Chong Yip Street, Kwun Tong, Kowloon",11,1,1895,43585.0,@$23,Market,"(841648.6776, 819206.9961)","(114.229096228, 22.311833029)"
169, ,26/09/2019,Kwun Tong,"No. 0009, 9 Chong Yip Street, Chong Yip Street, Kwun Tong, Kowloon",21,WF,6580,151340.0,@$23,Market,"(841648.6776, 819206.9961)","(114.229096228, 22.311833029)"
170, ,26/09/2019,Aberdeen,"No. 0055, Wayland House, Shek Pai Wan Road, Aberdeen, Hong Kong",19,5,359,9800.0,@$27,Market,"(832498.3494, 812652.45968)","(114.140303596, 22.252645717)"
171, ,26/09/2019,Wan Chai,"No. 0030, Sun Hung Kai Centre, Harbour Road, Wan Chai, Hong Kong",7,WF,14116,846960.0,@$60,Land Registry,"(836273, 815717)","(114.176922864, 22.280324621)"
172, ,26/09/2019,Kwai Chung,"No. 58-66, Roxy Industrial Centre, Tai Lin Pai Road, Kwai Chung, New Territories",G,A,4622,120000.0,@$26,Market,"(831749, 824846)","(114.132999538, 22.362758962)"
173, ,26/09/2019,Yuen Long,"No. 0016, Forda Industrial Building, Wang Chau Road, Yuen Long, New Territories",5,B,4243,38187.0,@$9,Market,"(821088, 834159)","(114.029403697, 22.446798608)"
174, ,26/09/2019,Fo Tan,"No. 0034-0036, Veristrong Industrial Centre Block A, Au Pui Wan Street, Fo Tan, New Territories",7,8,1332,14652.0,@$11,Market,"(837960, 828930)","(114.193306294, 22.399644725)"
175, ,26/09/2019,Kwun Tong,"No. 0060, Camelpaint Building Block 3, Hoi Yuen Road, Kwun Tong, Kowloon",2,P(01A),310,10000.0,@$32,Market,"(841228.8641, 819081.1207)","(114.225021362, 22.310697561)"
176, ,26/09/2019,Kwun Tong,"No. 9, 9 Chong Yip Street, Chong Yip Street, Kwun Tong, Kowloon",21,W/F,6580,151340.0,@$23,Market,"(841648.6776, 819206.9961)","(114.229096228, 22.311833029)"
177, ,26/09/2019,Kwun Tong,"No. 0116/0118, Manning Industrial Building, How Ming Street, Kwun Tong, Kowloon",8,A(06),277,8500.0,@$31,Market,"(841160, 819123)","(114.224353139, 22.311075953)"
178, ,26/09/2019,Tsuen Wan,"No. 38-40, Tsuen Tung Factory Building, Chai Wan Kok Street, Tsuen Wan, New Territories",8,B,1595,15000.0,@$9,Market,"(829062, 826001)","(114.10690634, 22.373180063)"
179, ,26/09/2019,Mong Kok,"No. 0688, Argyle Centre Phase I, Nathan Road, Mong Kok, Kowloon",11,17,1007,49343.0,@$49,Market,"(835515, 820121)","(114.16956573, 22.32009529)"
180, ,12/04/2019,Tsuen Wan,"No. 11, One Midtown, Hoi Shing Road, Tsuen Wan, New Territories",19,11,1029,19551.0,@$19,Market,"(824155, 825435)","(114.059265238, 22.36804119)"
181, ,12/04/2019,Tsuen Wan,"No. 9, Cable TV Tower, Hoi Shing Road, Tsuen Wan, New Territories",39,11,2883,54777.0,@$19,Market,"(829086, 825970)","(114.107139511, 22.372900217)"
182, ,12/04/2019,Kowloon Bay,"No. 0009, Sino Industrial Plaza, Kai Cheung Road, Kowloon Bay, Kowloon",G,7,6256,240000.0,@$38,Market,"(839191, 820732)","(114.205246164, 22.325610654)"
183, ,12/04/2019,Kwun Tong,"No. 0396, Everest Industrial Centre, Kwun Tong Road, Kwun Tong, Kowloon",G,N02,178,18000.0,@$101,Market,"(840963.11521309, 819401.96354075)","(114.222443114, 22.31359571)"
184, ,12/04/2019,Kwai Chung,"No. 0002-0012, Hope Well Logistics Centre, Wing Kei Road, Kwai Chung, New Territories",4,W/F,17000,204000.0,@$12,Market,"(830465.83866, 824799.99192)","(114.120541534, 22.362339632)"
185, ,11/04/2019,Tai Po,"Shop 215B on , Plover Cove Garden, No.0003 Plover Cove Road, Tai Po, New Territories",-,-,350,30000.0,@$86,Market,"(835363, 834461)","(114.168082318, 22.449592897)"
186, ,11/04/2019,Yuen Long,"No. 0022, The Rainbow, Wang Yip Street South, Yuen Long, New Territories",3,21,346,12500.0,@$36,Market,"(821817.782, 834063.328)","(114.036494238, 22.445940968)"
187, ,11/04/2019,Central,"No. 0001, 1 Lyndhurst Tower, Lyndhurst Terrace, Central, Hong Kong",19,4,1341,67050.0,@$50,Market,"(833956.32005, 815956.86688)","(114.154443149, 22.282489229)"
188, ,11/04/2019,Central,"No. 0010, Wo On Building, Wo On Lane, Central, Hong Kong",6,C,720,27000.0,@$38,Market,"(834037, 815865)","(114.155226148, 22.281659719)"
189, ,11/04/2019,Kowloon Bay,"No. 0019, Nan Fung Commercial Centre, Lam Lok Street, Kowloon Bay, Kowloon",6,15,1205,25000.0,@$21,Market,"(839446, 820424)","(114.207720683, 22.32282878)"
190, ,11/04/2019,Shek Mun,"No. 0011, Corporation Park, On Lai Street, Shek Mun, New Territories",10,"19,20,21",2711,43376.0,@$16,Market,"(839415, 827822)","(114.20743438, 22.389636863)"
191, ,11/04/2019,Kwun Tong,"No. 0146, Mai Gar Industrial Building, Wai Yip Street, Kwun Tong, Kowloon",5,E(09),550,6900.0,@$13,Market,"(840647, 819175)","(114.219374416, 22.311546927)"
192, ,11/04/2019,Kwun Tong,"No. 0151, Kwong Sang Hong Centre, Hoi Bun Road, Kwun Tong, Kowloon",3,2,1224,20808.0,@$17,Market,"(840554, 819229)","(114.218471956, 22.312034814)"
193, ,11/04/2019,Kwun Tong,"No. 0088, Ray Centre, Hung To Road, Kwun Tong, Kowloon",2,B,2900,34000.0,@$12,Market,"(841182, 818756)","(114.224565531, 22.307761659)"
194, ,11/04/2019,Kwun Tong,"No. 0436-0446, Kwun Tong Industrial Centre Block 4, Kwun Tong Road, Kwun Tong, Kowloon",13,Q,2500,33000.0,@$13,Market,"(841478, 819101)","(114.227439382, 22.310876346)"
195, ,11/04/2019,Wan Chai,"Shop C on G/F, , No.0254-0260 Lockhart Road, Wan Chai, Hong Kong",-,-,700,150000.0,@$214,Market,"(836454.73558, 815583.85334)","(114.178686278, 22.279122211)"
196, ,11/04/2019,Kwai Fong,"No. 0223, Metroplaza II, Hing Fong Road, Kwai Fong, New Territories",22,01B,1587,40000.0,@$25,Market,"(831069, 824254)","(114.126399365, 22.357410957)"
197, ,11/04/2019,Yuen Long,"No. 0022, The Rainbow, Wang Yip Street South, Yuen Long, New Territories",3,22,346,12500.0,@$36,Market,"(821817.782, 834063.328)","(114.036494238, 22.445940968)"
198, ,11/04/2019,Tsim Sha Tsui Central,"No. 0048, China Insurance Building, Cameron Road, Tsim Sha Tsui Central, Kowloon",12,E,713,21390.0,@$30,Market,"(836077, 817805)","(114.175020781, 22.299180561)"
199, ,11/04/2019,Wan Chai,"No. 0333, China Online Centre, Lockhart Road, Wan Chai, Hong Kong",29,3,1510,52850.0,@$35,Market,"(836425, 815596)","(114.178397749, 22.279231906)"
200, ,30/04/2019,Central,"No. 0100, 100 Queen's Road Central, Queen's Road Central, Central, Hong Kong",1,WF,8215,739350.0,@$90,Market,"(834304.51828, 815714.978630001)","(114.157822158, 22.280305255)"
201, ,30/04/2019,Sheung Wan,"No. 0156, General Commercial Building, Des Voeux Road Central, Sheung Wan, Hong Kong",10,4,740,23000.0,@$31,Market,"(833921, 816303)","(114.154099919, 22.285614982)"
202, ,30/04/2019,Tsuen Wan,"No. 0001, Grand City Plaza, Sai Lau Kok Road, Tsuen Wan, New Territories",7,6,611,13809.0,@$23,Land Registry,"(829829.879, 826178.898)","(114.114361487, 22.374789626)"
203, ,30/04/2019,Kwun Tong,"No. 0020, East Sun Industrial Building, Shing Yip Street, Kwun Tong, Kowloon",6,B(01),200,4300.0,@$22,Market,"(841382, 818970)","(114.226507247, 22.309693626)"
204, ,30/04/2019,Tsuen Wan,"No. 1, Grand City Plaza, Sai Lau Kok Road, Tsuen Wan, New Territories",12,6,611,12220.0,@$20,Land Registry,"(829829.879, 826178.898)","(114.114361487, 22.374789626)"
206, ,30/04/2019,Fo Tan,"No. 0057-0059, Leader Industrial Centre, Au Pui Wan Street, Fo Tan, New Territories",12,10,779,11200.0,@$14,Market,"(837902, 828875)","(114.192742968, 22.399148104)"
209, ,30/04/2019,Tuen Mun,"No. 2, Win Sun Factory Building, San Hop Lane, Tuen Mun, New Territories",11,B,4380,45000.0,@$10,Market,"(815136.07243, 828229.42544)","(113.971660823, 22.393188869)"
210, ,30/04/2019,Sham Shui Po,"Shop  on G/F, , No.0361 Castle Peak Rd, Sham Shui Po, Kowloon",-,-,2200,68000.0,@$31,Market,"(834140, 822136)","(114.156217284, 22.338290768)"
211, ,30/04/2019,Yuen Long,"Shop A on G/F, , No.0008 Chun Yin Square, Yuen Long, New Territories",-,-,700,28000.0,@$40,Market,"(820490.45162, 834113.53238)","(114.0235991, 22.446382609)"
212, ,30/04/2019,Shatin,"Shop 208 on 2/F, Kings Wing Plaza II, No.0001 On Kwan Street, Shatin, New Territories",-,-,1245,45000.0,@$36,Market,"(839561.7, 827781.1)","(114.208858874, 22.389267239)"
213, ,30/04/2019,Sheung Wan,"No. 0308, Fwd Financial Centre, Des Voeux Road Central, Sheung Wan, Hong Kong",13,05-07,4436,248416.0,@$56,Land Registry,"(833568, 816428)","(114.150674326, 22.286743295)"
214, ,30/04/2019,Jordan,"No. 0208, Fourseas Building, Nathan Road, Jordan, Kowloon",10,4,960,28800.0,@$30,Market,"(835765, 818320)","(114.171992794, 22.303831266)"
215, ,30/04/2019,Tsim Sha Tsui Central,"No. 0038-0040, Golden Dragon Centre, Cameron Road, Tsim Sha Tsui Central, Kowloon",12,4,733,23456.0,@$32,Market,"(836041, 817785)","(114.174671419, 22.298999945)"
216, ,30/04/2019,North Point,"No. 0108, 108 Java Road, Java Road, North Point, Hong Kong",9,2,738,18450.0,@$25,Market,"(838638, 817017)","(114.199873021, 22.292062806)"
217, ,30/04/2019,North Point,"No. 0108, 108 Java Road, Java Road, North Point, Hong Kong",10,1,731,18275.0,@$25,Market,"(838638, 817017)","(114.199873021, 22.292062806)"
218, ,30/04/2019,Mong Kok,"No. 0002, Ho King Commercial Centre, Fa Yuen Street, Mong Kok, Kowloon",28,18,161,7000.0,@$43,Market,"(835760, 819666)","(114.171943847, 22.315986458)"
219, ,30/04/2019,Mong Kok,"No. 0009, Prosper Commercial Building, Yin Chong Street, Mong Kok, Kowloon",20,6,315,9500.0,@$30,Market,"(835780, 819732)","(114.172137942, 22.316582484)"
220, ,22/06/2019,San Po Kong,"No. 3, Max Grand Plaza, Tai Yau Street, San Po Kong, Kowloon",18,C,1197,38304.0,@$32,Market,"(838466.73255, 822039.75808)","(114.198217937, 22.337421548)"
221, ,22/06/2019,San Po Kong,"No. 3, Max Grand Plaza, Tai Yau Street, San Po Kong, Kowloon",28,A,2627,84064.0,@$32,Market,"(838466.73255, 822039.75808)","(114.198217937, 22.337421548)"
222, ,22/06/2019,San Po Kong,"No. 3, Max Grand Plaza, Tai Yau Street, San Po Kong, Kowloon",28,F,2347,76278.0,@$33,Market,"(838466.73255, 822039.75808)","(114.198217937, 22.337421548)"
223, ,22/06/2019,Kwun Tong,"No. 0055, Hoi Luen Industrial Centre Block A, Hoi Yuen Road, Kwun Tong, Kowloon",12,6,773,15000.0,@$19,Market,"(841111, 819091)","(114.223877478, 22.310787113)"
224, ,22/06/2019,Tin Shui Wai,"Shop 1013 on , One Sky Mall, No.0008 Tin Sau Road, Tin Shui Wai, New Territories",-,-,1626,102845.0,@$63,Land Registry,"(818376.2, 836149)","(114.003036782, 22.464742892)"
225, ,22/06/2019,Kwai Fong,"Shop G05 on G/F, , Lung Tang Building, No.0041-0043 Shing Fong Street, Kwai Fong, New Territories",-,-,1980,350000.0,@$177,Market,"(831138, 824428)","(114.1270687, 22.35898248)"
226, ,22/06/2019,Kowloon City,"Shop 5 on G/F, , No.0014 Lung Kong Road, Kowloon City, Kowloon",-,-,200,10000.0,@$50,Market,"(837664.5, 821187.875)","(114.190429747, 22.329729392)"
227, ,22/06/2019,Kwai Fong,"Shop G07 on G/F, , Lung Tang Building, No.0041-0043 Shing Fong Street, Kwai Fong, New Territories",-,-,337,75000.0,@$223,Market,"(831138, 824428)","(114.1270687, 22.35898248)"
228, ,22/06/2019,Sham Shui Po,"Shop B on G/F, , Green Court, No.0498 Un Chau Street, Sham Shui Po, Kowloon",-,-,550,28000.0,@$51,Market,"(834988.875, 821373.375)","(114.164458155, 22.331404663)"
229, ,22/06/2019,Tin Shui Wai,"Shop 2060 on , One Sky Mall, No.0008 Tin Sau Road, Tin Shui Wai, New Territories",-,-,1187,59350.0,@$50,Market,"(818376.2, 836149)","(114.003036782, 22.464742892)"
230, ,21/06/2019,Yuen Long,"Shop 081 on , Manhattan Plaza, No.0023 Sai Ching Street, Yuen Long, New Territories",-,-,122,8679.0,@$71,Market,"(820985, 833550)","(114.028408927, 22.441298162)"
231, ,21/06/2019,Yuen Long,"Shop D on G/F, & COCKLOFT, On Wing Building, No.0005-0009 Yuen Long On Ning Road, Yuen Long, New Territories",-,-,650,73000.0,@$112,Market,"(821068, 834064)","(114.02921031, 22.44594054)"
232, ,21/06/2019,Tsim Sha Tsui,"Unit  on 16/F, No.0008 Observatory Road, Tsim Sha Tsui, Kowloon",-,-,9634,219000.0,@$23,Market,"(836025.98641, 818068.13074)","(114.174525677, 22.301556787)"
233, ,21/06/2019,Sheung Wan,"Shop  on G/F, , No.0049 Bonham Strand, Sheung Wan, Hong Kong",-,-,950,128000.0,@$135,Market,"(833395.35, 816382.738159999)","(114.148999061, 22.286334274)"
234, ,21/06/2019,Wan Chai,"Shop G47 on G/F, , No.0151-0163 Wan Chai Road, Wan Chai, Hong Kong",-,-,465,50000.0,@$108,Market,"(836340.8778, 815385.23247)","(114.177581485, 22.277328547)"
235, ,21/06/2019,Kowloon Bay,"No. 0017, Goldin Financial Global Centre, Kai Cheung Road, Kowloon Bay, Kowloon",23,WF,35000,1230000.0,@$35,Market,"(839332, 820745)","(114.206614791, 22.325727805)"
236, ,21/06/2019,Kowloon Bay,"No. 0008, Mega Cube, Wang Kwong Road, Kowloon Bay, Kowloon",7,3,820,15000.0,@$18,Market,"(839239, 820592)","(114.205711811, 22.324346289)"
237, ,21/06/2019,Kwai Chung,"No. 0036-0040, Kwai Shing Industrial Building Phase 1, Tai Lin Pai Road, Kwai Chung, New Territories",14,D(01),140,4600.0,@$33,Market,"(831813, 825023)","(114.133620419, 22.364357536)"
238, ,21/06/2019,Fo Tan,"No. 0031-0041, Wah Lok Industrial Centre Block A, Shan Mei Street, Fo Tan, New Territories",6,19(B),460,5500.0,@$12,Market,"(837763, 828767)","(114.191392969, 22.398172936)"
239, ,21/06/2019,Fo Tan,"No. 0022-0028, Shatin Industrial Building, Wo Shui Street, Fo Tan, New Territories",4,A(02),510,7500.0,@$15,Market,"(838124, 828749)","(114.194898773, 22.398010033)"
240, ,30/01/2019,Kwun Tong,"No. 0055, Hoi Luen Industrial Centre Block B, Hoi Yuen Road, Kwun Tong, Kowloon",14,01(E),224,6300.0,@$28,Market,"(841111.51053745, 819087.70583657)","(114.223882423, 22.310757363)"
241, ,30/01/2019,Fo Tan,"No. 0002-0012, Valiant Industrial Centre, Au Pui Wan Street, Fo Tan, New Territories",LG,A(62),150,2700.0,@$18,Market,"(838227, 828685)","(114.19589897, 22.397431966)"
