, ,instrument date,district,property,floor,unit,area_sq.ft.,price,price/sq.ft.,source,e_n,long_lat
8638, ,20/11/2018,Central,"No. 0031E,0031F,, Lkf Tower, D'Aguilar Street, Central, Hong Kong",11-28,WF,83034,5150000.0,@$62,Market,"(834050.8214, 815717.93718)","(114.155360465, 22.280331666)"
8639, ,20/11/2018,Tsim Sha Tsui West,"No. 0003, Star House, Salisbury Road, Tsim Sha Tsui West, Kowloon",19,05-06,2138,85520.0,@$40,Market,"(836326, 817606)","(114.177437211, 22.297383477)"
8640, ,16/03/2019,Sham Shui Po,"Shop B 5 on G/F, , Merlin Centre, No.0088-0098 Shun Ning Road, Sham Shui Po, Kowloon",-,-,600,30000.0,@$50,Market,"(834522, 821967)","(114.159925647, 22.33676503)"
8641, ,16/03/2019,Yuen Long,"No. 0022, The Rainbow, Wang Yip Street South, Yuen Long, New Territories",6,5,358,12888.0,@$36,Market,"(821817.782, 834063.328)","(114.036494238, 22.445940968)"
8642, ,16/03/2019,Yuen Long,"No. 0022, The Rainbow, Wang Yip Street South, Yuen Long, New Territories",3,6,346,12456.0,@$36,Market,"(821817.782, 834063.328)","(114.036494238, 22.445940968)"
8643, ,16/03/2019,Yuen Long,"No. 0022, The Rainbow, Wang Yip Street South, Yuen Long, New Territories",9,18,358,13962.0,@$39,Market,"(821817.782, 834063.328)","(114.036494238, 22.445940968)"
8644, ,16/03/2019,Sheung Wan,"No. 0002-0012, Arion Commercial Centre, Queen's Road West, Sheung Wan, Hong Kong",13,6,1880,36604.0,@$19,Market,"(833330, 816386)","(114.148364919, 22.286363621)"
8645, ,16/03/2019,Cheung Sha Wan,"No. 93, Dragon Industrial Building, King Lam Street, Cheung Sha Wan, Kowloon",7,W/F,50320,1010000.0,@$20,Market,"(833246, 822289)","(114.147538691, 22.339671109)"
8646, ,16/03/2019,Sheung Wan,"No. 0002-0012, Arion Commercial Centre, Queen's Road West, Sheung Wan, Hong Kong",13,6,1880,36600.0,@$19,Market,"(833330, 816386)","(114.148364919, 22.286363621)"
8647, ,16/03/2019,Yuen Long,"No. 0022, The Rainbow, Wang Yip Street South, Yuen Long, New Territories",6,19,358,12888.0,@$36,Market,"(821817.782, 834063.328)","(114.036494238, 22.445940968)"
8660, ,27/02/2019,Wan Chai,"No. 0303, Officeplus @wan Chai, Hennessy Road, Wan Chai, Hong Kong",22,2,759,47500.0,@$63,Market,"(836480.5, 815079.9)","(114.178936206, 22.274571186)"
8661, ,27/02/2019,Kwun Tong,"No. 0025, Prosperity Centre (Kwun Tong), Chong Yip Street, Kwun Tong, Kowloon",25,02-03,2067,45474.0,@$22,Market,"(840676, 819449)","(114.219656628, 22.314021237)"
8662, ,27/02/2019,Hung Hom,"No. 0039, Hunghom Commercial Centre Tower A, Ma Tau Wai Road, Hung Hom, Kowloon",5,05B,900,15498.0,@$17,Market,"(837415, 819009)","(114.188006363, 22.310053042)"
8663, ,27/02/2019,Tsuen Wan,"No. 2-6, DAN6, Fui Yiu Kok Street, Tsuen Wan, New Territories",10,C,491,9820.0,@$20,Market,"(830150.3875, 825234.17413)","(114.117477177, 22.366259438)"
8664, ,27/02/2019,Kwun Tong,"No. 0460-0470, Kwun Tong Industrial Centre Block 2, Kwun Tong Road, Kwun Tong, Kowloon",G,E02,1500,30000.0,@$20,Market,"(841478, 819101)","(114.227439382, 22.310876346)"
8665, ,27/02/2019,Shek Mun,"No. 0011, Topsail Plaza, On Sum Street, Shek Mun, New Territories",8,16,747,10832.0,@$15,Market,"(839570, 827979)","(114.208939884, 22.391054362)"
8666, ,27/02/2019,Siu Sai Wan,"No. 0006, Honour Industrial Centre, Sun Yip Street, Siu Sai Wan, Hong Kong",7,17,1290,19350.0,@$15,Market,"(843535, 814167)","(114.247380971, 22.266311799)"
8667, ,27/02/2019,Cheung Sha Wan,"No. 883, Elite Industrial Centre, Cheung Sha Wan Road, Cheung Sha Wan, Kowloon",11,18,768,16000.0,@$21,Market,"(833241, 821962)","(114.147490772, 22.336718103)"
8668, ,27/02/2019,Fo Tan,"No. 0031-0041, Wah Lok Industrial Centre Block D, Shan Mei Street, Fo Tan, New Territories",11,41,925,11000.0,@$12,Market,"(837763, 828767)","(114.191392969, 22.398172936)"
8669, ,27/02/2019,Tsim Sha Tsui,"Shop  31A-D(FRONT) on G/F, , Ocean View Court, No.0031-0043 Mody Road, Tsim Sha Tsui, Kowloon",-,-,1100,118000.0,@$107,Land Registry,"(835899.65625, 817571.8125)","(114.173299789, 22.297074706)"
8670, ,27/02/2019,North Point,"No. 0018, Kingsfield Centre, Shell Street, North Point, Hong Kong",7,1,495,13801.0,@$28,Market,"(837823, 816449)","(114.191963644, 22.28693434)"
8671, ,27/02/2019,Hung Hom,"No. 0037, Hunghom Commercial Centre Tower B, Ma Tau Wai Road, Hung Hom, Kowloon",12,01A,750,19500.0,@$26,Market,"(837409, 818975)","(114.187948106, 22.309746005)"
8672, ,27/02/2019,Kwun Tong,"No. 0021, Infotech Centre, Hung To Road, Kwun Tong, Kowloon",6,A,2370,40290.0,@$17,Market,"(840679, 819374)","(114.219685538, 22.313343934)"
8673, ,27/02/2019,Tsim Sha Tsui Central,"No. 0067, Oriental Centre, Chatham Road South, Tsim Sha Tsui Central, Kowloon",2,3,2097,46134.0,@$22,Market,"(836153, 817898)","(114.175758322, 22.300020415)"
8674, ,27/02/2019,Central,"No. 0001, On Hing Building, On Hing Terrace, Central, Hong Kong",11,D,1742,74906.0,@$43,Market,"(834169, 815743)","(114.156507151, 22.280558146)"
8675, ,27/02/2019,Chai Wan,"No. 0024, E-Trade Plaza, Lee Chung Street, Chai Wan, Hong Kong",35,D,1255,38278.0,@$31,Market,"(842420, 814110)","(114.23656269, 22.26580139)"
8676, ,27/02/2019,Wong Chuk Hang,"No. 19-21, Global Trade Square, Wong Chuk Hang Road, Wong Chuk Hang, Hong Kong",28,1,1935,50310.0,@$26,Market,"(834865, 812221)","(114.163263703, 22.248752885)"
8677, ,26/02/2019,Tin Shui Wai,"Shop 1076 on 1/F, One Sky Mall, No.0008 Tin Sau Road, Tin Shui Wai, New Territories",-,-,151,11000.0,@$73,Market,"(818376.2, 836149)","(114.003036782, 22.464742892)"
8678, ,26/02/2019,Prince Edward,"Shop  on G/F, , No.0440 Portland Street, Prince Edward, Kowloon",-,-,1000,50000.0,@$50,Market,"(835300.17847, 820688.7454)","(114.167480327, 22.32522226)"
8679, ,26/02/2019,Shau Kei Wan,"Shop A on G/F, & C/L, No.0192-0198 Shau Kei Wan Road, Shau Kei Wan, Hong Kong",-,-,4500,220000.0,@$49,Market,request_failed,request_failed
8692, ,21/02/2019,Cheung Sha Wan,"No. 489-491, HK Industrial Centre Block C, Castle Peak Road, Cheung Sha Wan, Kowloon",5,05(B),950,14250.0,@$15,Market,"(833294, 822085)","(114.148005024, 22.337828956)"
8693, ,21/02/2019,Cheung Sha Wan,"No. 608, Wing Kut Industrial Building B, Castle Peak Road, Cheung Sha Wan, Kowloon",4,03(10),1128,22560.0,@$20,Market,"(833414, 822216)","(114.14916966, 22.339012164)"
8694, ,21/02/2019,Cheung Sha Wan,"No. 10, Cheung Lung Industrial Building, Cheung Yee Street, Cheung Sha Wan, Kowloon",6,B02,1600,28800.0,@$18,Market,"(833331, 821927)","(114.148364481, 22.336402189)"
8695, ,21/02/2019,Kwai Chung,"No. 77-81, Magnet Place Tower 1, Container Port Road, Kwai Chung, New Territories",15,4,2507,50140.0,@$20,Market,"(830992, 824014)","(114.125652595, 22.355243391)"
8696, ,21/02/2019,Kwai Chung,"No. 77-81, Magnet Place Tower 1, Container Port Road, Kwai Chung, New Territories",15,7,1533,30660.0,@$20,Market,"(830992, 824014)","(114.125652595, 22.355243391)"
8697, ,21/02/2019,Kwai Chung,"No. 38-42, Magnet Place Tower 2, Kwai Fung Crescent, Kwai Chung, New Territories",5,A,4980,99600.0,@$20,Market,"(830968, 824060)","(114.12541944, 22.355658722)"
8698, ,21/02/2019,Cheung Sha Wan,"No. 702-704, Hop Hing Industrial Building, Castle Peak Road, Cheung Sha Wan, Kowloon",4,A05,600,9000.0,@$15,Market,"(833020, 822071)","(114.145345268, 22.337702033)"
8699, ,21/02/2019,Cheung Sha Wan,"No. 485, Kowloon Plaza, Castle Peak Road, Cheung Sha Wan, Kowloon",16,5,790,16500.0,@$21,Market,"(833439, 822161)","(114.14941244, 22.338515523)"
8720, ,18/06/2019,Tsim Sha Tsui East,"No. 0066, Tsim Sha Tsui Centre, Mody Road, Tsim Sha Tsui East, Kowloon",6,5,5066,253300.0,@$50,Market,"(836371.6, 817652.6)","(114.177879737, 22.297804302)"
8721, ,18/06/2019,Tsim Sha Tsui Central,"No. 0018, K11 Atelier Victoria Dockside, Salisbury Road, Tsim Sha Tsui Central, Kowloon",7,WF,25258,2530000.0,@$100,Market,"(836152, 817330)","(114.175748657, 22.294891023)"
8722, ,18/06/2019,Kwun Tong,"No. 0049, APEC Plaza, Hoi Yuen Road, Kwun Tong, Kowloon",3,2,1515,34845.0,@$23,Market,"(841089, 819036)","(114.223663794, 22.310290491)"
8723, ,18/06/2019,Kwun Tong,"No. 0049, APEC Plaza, Hoi Yuen Road, Kwun Tong, Kowloon",20,10,1628,37444.0,@$23,Market,"(841089, 819036)","(114.223663794, 22.310290491)"
8724, ,18/06/2019,Kwun Tong,"No. 0175, International Industrial Building (KT), Hoi Bun Road, Kwun Tong, Kowloon",8,2,491,13000.0,@$26,Market,"(840714, 819009)","(114.220024218, 22.310047675)"
8725, ,18/06/2019,Cheung Sha Wan,"No. 0041, Wui Wah Factory Building, Wing Hong Street, Cheung Sha Wan, Kowloon",5,508B,350,4700.0,@$13,Market,"(833194, 822209)","(114.147034062, 22.338948571)"
8726, ,18/06/2019,Cheung Sha Wan,"No. 505, Tong Yuen Factory Building, Castle Peak Road, Cheung Sha Wan, Kowloon",6,C15,280,5000.0,@$18,Market,"(833009, 822004)","(114.145238625, 22.337096963)"
8727, ,18/06/2019,Tuen Mun,"No. 11, Goodview Industrial Building, Kin Fat Street, Tuen Mun, New Territories",6,1,1038,9800.0,@$9,Market,"(814732, 828832)","(113.967728732, 22.398625362)"
8728, ,10/06/2019,Sheung Shui,"No. 0039, Landmark North, Lung Sum Avenue, Sheung Shui, New Territories",21,10-11,3157,75768.0,@$24,Land Registry,"(831324, 844187)","(114.128813116, 22.537415643)"
8729, ,10/06/2019,Sheung Shui,"No. 0039, Landmark North, Lung Sum Avenue, Sheung Shui, New Territories",18,06-07,1540,40040.0,@$26,Land Registry,"(831324, 844187)","(114.128813116, 22.537415643)"
8730, ,10/06/2019,Tuen Mun,"Shop 10 on G/F, , Hip Pont Building, No.0021 Tseng Choi Street, Tuen Mun, New Territories",-,-,644,37000.0,@$57,Market,"(815760, 829139)","(113.977708099, 22.401410312)"
8731, ,10/06/2019,Wan Chai,"No. 0300, Kiu Fu Commercial Building, Lockhart Road, Wan Chai, Hong Kong",4,A+FLATROOF,1035,39800.0,@$38,Market,"(836347, 815532)","(114.177640896, 22.278653951)"
8732, ,10/06/2019,Tsim Sha Tsui West,"No. 0003, Star House, Salisbury Road, Tsim Sha Tsui West, Kowloon",9,26,880,28000.0,@$32,Market,"(836326, 817606)","(114.177437211, 22.297383477)"
8733, ,10/06/2019,Tuen Mun,"No. 0002, Tuen Mun Parklane Square, Tuen Hi Road, Tuen Mun, New Territories",21,5,789,20514.0,@$26,Market,"(815719, 827959)","(113.977325129, 22.390753886)"
8734, ,10/06/2019,Kwai Chung,"No. 167, Kingsway Industrial Building II, Wo Yi Hop Road, Kwai Chung, New Territories",6,G,4024,48288.0,@$12,Market,"(832080, 825805)","(114.136210694, 22.371420088)"
8735, ,10/06/2019,Kwun Tong,"No. 0059, Pang Kwong Building, Hung To Road, Kwun Tong, Kowloon",3,(308),185,4500.0,@$24,Market,"(841014, 819022)","(114.222935853, 22.310164271)"
8736, ,10/06/2019,Kwun Tong,"No. 0059, Pang Kwong Building, Hung To Road, Kwun Tong, Kowloon",13,6,150,4300.0,@$29,Market,"(841014, 819022)","(114.222935853, 22.310164271)"
8737, ,10/06/2019,Shek Mun,"No. 1, Kings Wing Plaza 2, On Kwan Street, Shek Mun, New Territories",1,127(A05),232,12000.0,@$52,Market,"(839502.7, 827757.8)","(114.208285889, 22.389056941)"
8738, ,10/06/2019,Shek Mun,"No. 0018, Technology Park, On Lai Street, Shek Mun, New Territories",18,6,722,14300.0,@$20,Market,"(821055, 835901)","(114.029066438, 22.462529294)"
8739, ,10/06/2019,Tsuen Wan,"No. 32-40, Houston Industrial Building, Wang Lung Street, Tsuen Wan, New Territories",14,E,2434,25995.0,@$11,Market,"(829994, 825145)","(114.115959129, 22.365453584)"
8740, ,30/09/2019,Wan Chai,"No. 0160, Overseas Trust Bank Building WC, Gloucester Road, Wan Chai, Hong Kong",6,WF,7344,271728.0,@$37,Market,"(836376, 815622)","(114.177922294, 22.279466707)"
8741, ,30/09/2019,Tsuen Wan,"No. 3, TML Tower, Hoi Shing Road, Tsuen Wan, New Territories",35,D05,1535,27000.0,@$18,Market,"(828987, 826048)","(114.106177899, 22.373604182)"
8742, ,30/09/2019,Tsuen Wan,"No. 9, Sunley Centre, Wing Yin Street, Tsuen Wan, New Territories",18,2,778,10581.0,@$14,Market,"(830012, 824723)","(114.116135545, 22.361642761)"
8743, ,30/09/2019,Tsuen Wan,"No. 603-609, Kong Nam Industrial Building A, Castle Peak Road, Tsuen Wan, New Territories",4,W/F,26410,260000.0,@$10,Market,"(828790, 826024)","(114.104265197, 22.373386603)"
8744, ,30/09/2019,Chai Wan,"No. 0045, Shing King Industrial Building, Kut Shing Street, Chai Wan, Hong Kong",3,B,3700,224550.0,@$11,Land Registry,"(842246, 814093)","(114.234874433, 22.265648481)"
8745, ,30/09/2019,Yuen Long,"Shop 03A on G/F, , Ho King-Building, No.0010-0028 Hop Yick Road, Yuen Long, New Territories",-,-,450,33800.0,@$75,Market,"(820513, 834101)","(114.023818276, 22.446269644)"
8746, ,30/09/2019,Tsuen Wan,"Unit  on 2/F, Tsuen King Building, No.0003-0005 Tsuen Hing Path, Tsuen Wan, New Territories",-,-,4566,220000.0,@$48,Market,"(829925, 825900)","(114.1152862, 22.372271384)"
8747, ,30/09/2019,Wan Chai,"No. 0026, China Resources Building, Harbour Road, Wan Chai, Hong Kong",43,1,2257,180560.0,@$80,Market,"(836125, 815675)","(114.175486784, 22.279945329)"
8748, ,30/09/2019,Wan Chai,"No. 0160, Overseas Trust Bank Building WC, Gloucester Road, Wan Chai, Hong Kong",20,2,4090,142000.0,@$35,Market,"(836376, 815622)","(114.177922294, 22.279466707)"
8749, ,30/09/2019,Quarry Bay,"No. 1065, Eastern Centre, King's Road, Quarry Bay, Hong Kong",12,1,3032,60640.0,@$20,Market,"(840108, 816244)","(114.214136164, 22.285079479)"
8750, ,30/09/2019,Kwun Tong,"No. 0103, Peter Leung Industrial Building, Wai Yip Street, Kwun Tong, Kowloon",11,6,394,4800.0,@$12,Market,"(840242, 819651)","(114.215444902, 22.315846475)"
8751, ,30/09/2019,Cheung Sha Wan,"No. 5, Cheung Kong Factory Building, Cheung Shun Street, Cheung Sha Wan, Kowloon",6,A02,960,18000.0,@$19,Market,"(833391, 821965)","(114.148946842, 22.336745452)"
8752, ,30/09/2019,San Po Kong,"No. 0001, On Tin Centre, Sheung Hei Street, San Po Kong, Kowloon",20,1,1871,46775.0,@$25,Market,"(838417.59829, 822104.45837)","(114.197741067, 22.338005891)"
8753, ,30/09/2019,Lantau Island,"No. 0002, Airport Freight Forwarding Centre, Chun Wan Road, Lantau Island, New Territories",1,1,13296,600332.0,@$45,Land Registry,"(810373, 817309)","(113.925583421, 22.2945069)"
8754, ,30/09/2019,To Kwa Wan,"Shop  on G/F, G/F, The Zutten, No.0050 Ma Tau Kok Road, To Kwa Wan, Kowloon",-,-,9758,324370.0,@$33,Market,"(837872.59375, 820197.1875)","(114.192448651, 22.320782719)"
8755, ,30/09/2019,Causeway Bay,"Unit  on 4/F, Yau Kwong Building, No.0418-0430 Hennessy Road, Causeway Bay, Hong Kong",-,-,6500,280000.0,@$43,Market,"(836681, 815577)","(114.180881762, 22.279060281)"
8756, ,30/09/2019,Wan Chai,"No. 0338, Cnt Tower, Hennessy Road, Wan Chai, Hong Kong",25,E,956,36000.0,@$38,Market,"(836447, 815488)","(114.178611207, 22.278256595)"
8757, ,30/09/2019,Tsim Sha Tsui East,"No. 0001, Concordia Plaza, Science Museum Road, Tsim Sha Tsui East, Kowloon",25,1,1158,52110.0,@$45,Market,"(836425, 818120)","(114.178398003, 22.302025208)"
8758, ,30/09/2019,Tsuen Wan,"No. 0001, Grand City Plaza, Sai Lau Kok Road, Tsuen Wan, New Territories",12,15,1212,31512.0,@$26,Market,"(829829.879, 826178.898)","(114.114361487, 22.374789626)"
8759, ,30/09/2019,Ap Lei Chau,"No. 0010, Harbour Industrial Centre, Lee Hing Street, Ap Lei Chau, Hong Kong",11,16,2099,30000.0,@$14,Market,"(833847, 811030)","(114.153389779, 22.237996224)"
8760, ,01/01/2019,Kwun Tong,"No. 0051, Paul Y. Centre, Hung To Road, Kwun Tong, Kowloon",26,05-07,2966,65252.0,@$22,Market,"(840904, 819159)","(114.221868663, 22.311401764)"
8761, ,01/01/2019,Site-Yuen Long,"No. , D.D.102, Ki Lun Shan, Site-Yuen Long, New Territories",OS,"Lot558,559,560A",6400,28000.0,@$4,Market,"(820777, 833757)","(114.026386317, 22.44316559)"
8762, ,01/01/2019,Cheung Sha Wan,"No. 0778-0784, Clifford Centre, Cheung Sha Wan Road, Cheung Sha Wan, Kowloon",25,06-07,2434,53000.0,@$22,Market,"(833523, 822142)","(114.150227885, 22.338344079)"
8763, ,01/01/2019,Kwun Tong,"No. 0116/0118, Manning Industrial Building, How Ming Street, Kwun Tong, Kowloon",8,D11,191,5730.0,@$30,Market,"(841160, 819123)","(114.224353139, 22.311075953)"
8764, ,01/01/2019,Kwun Tong,"No. 0026, Westin Centre, Hung To Road, Kwun Tong, Kowloon",2,8,1239,21063.0,@$17,Market,"(840646, 819337)","(114.219365154, 22.313009887)"
8765, ,01/01/2019,Kwun Tong,"No. 0026, Westin Centre, Hung To Road, Kwun Tong, Kowloon",6,8,1239,21063.0,@$17,Market,"(840646, 819337)","(114.219365154, 22.313009887)"
8766, ,01/01/2019,Kowloon Bay,"No. 8, Megacube, Wang Kwong Road, Kowloon Bay, Kowloon",6,2,610,13000.0,@$21,Market,"(839239, 820592)","(114.205711811, 22.324346289)"
8767, ,01/01/2019,Kwun Tong,"No. 0004, The Wave, Hing Yip Street, Kwun Tong, Kowloon",6,B,2313,80955.0,@$35,Market,"(841648.6776, 819206.9961)","(114.229096228, 22.311833029)"
8768, ,01/01/2019,Kwun Tong,"No. 0161, Tamson Plaza, Wai Yip Street, Kwun Tong, Kowloon",10,6,854,11956.0,@$14,Market,"(840641, 819282)","(114.219316476, 22.312513216)"
8769, ,01/01/2019,Siu Sai Wan,"No. 0012, Kailey Industrial Centre B, Fung Yip Street, Siu Sai Wan, Hong Kong",10,B15,562,10800.0,@$19,Market,"(843226, 814295)","(114.244383516, 22.267468996)"
8770, ,01/01/2019,Site-Tuen Mun,"No. , D.D.132, Kei Lun Wai, Site-Tuen Mun, New Territories",V,Lot258,15000,30000.0,@$2,Market,"(816517, 830886)","(113.985038125, 22.417195383)"
8771, ,01/01/2019,North Point,"No. 0039, Kodak House II, Healthy Street East, North Point, Hong Kong",17,4,1927,50102.0,@$26,Market,"(839415.6875, 817070.21875)","(114.207419867, 22.292542157)"
8772, ,01/01/2019,Kwun Tong,"No. 0019-0021, Shing Yip Industrial Building, Shing Yip Street, Kwun Tong, Kowloon",G,05(05),278,5282.0,@$19,Market,"(841446, 819018)","(114.227128541, 22.310126903)"
8773, ,01/01/2019,Kwun Tong,"No. 0019-0021, Shing Yip Industrial Building, Shing Yip Street, Kwun Tong, Kowloon",G,05(06),278,5282.0,@$19,Market,"(841446, 819018)","(114.227128541, 22.310126903)"
8774, ,01/01/2019,Kwun Tong,"No. 0019-0021, Shing Yip Industrial Building, Shing Yip Street, Kwun Tong, Kowloon",G,05(09),278,5282.0,@$19,Market,"(841446, 819018)","(114.227128541, 22.310126903)"
8775, ,01/01/2019,Tai Wai,"No. 0001-0007, Transport City Building, Shing Wan Road, Tai Wai, New Territories",1,05(I),168,4500.0,@$27,Market,"(836737, 826344)","(114.181428325, 22.376292578)"
8776, ,01/01/2019,Kowloon Bay,"No. 0020, International Plaza, Sheung Yuet Road, Kowloon Bay, Kowloon",1,01(M),92,3496.0,@$38,Market,"(839759, 820278)","(114.210758407, 22.321509706)"
8777, ,01/01/2019,Kowloon Bay,"No. 0020, International Plaza, Sheung Yuet Road, Kowloon Bay, Kowloon",1,01(K),168,3528.0,@$21,Market,"(839759, 820278)","(114.210758407, 22.321509706)"
8778, ,01/01/2019,Site-Fanling/SheungShiu,"No. , D.D.52, Wah Shan, Site-Fanling/SheungShiu, New Territories",OS,Lot137K+L,16516,230000.0,@$14,Market,"(834162, 814576)","(114.156440755, 22.270019378)"
8779, ,01/01/2019,Tuen Mun,"No. 12, Hung Cheung Industrial Centre I, Tsing Yeung Circuit, Tuen Mun, New Territories",2,F,2940,20580.0,@$7,Market,"(814877, 828964)","(113.969135113, 22.399819195)"
8800, ,02/07/2019,Tsuen Wan,"No. 43-47, Lucida Industrial Building, Wang Lung Street, Tsuen Wan, New Territories",18,6,993,12000.0,@$12,Market,"(830125, 825136)","(114.117231062, 22.365372782)"
8801, ,02/07/2019,Cheung Sha Wan,"No. 0009, 9 Wing Hong Street, Wing Hong Street, Cheung Sha Wan, Kowloon",22,5,1341,34866.0,@$26,Market,"(834382, 822334)","(114.158566211, 22.340079103)"
8802, ,02/07/2019,Tsim Sha Tsui,"Shop 1 on G/F, , No.0008 Observatory Road, Tsim Sha Tsui, Kowloon",-,-,1190,123000.0,@$103,Market,"(836025.98641, 818068.13074)","(114.174525677, 22.301556787)"
8803, ,02/07/2019,Yau Ma Tei,"Unit  on 3/F, No.0574-0578 Nathan Road, Yau Ma Tei, Kowloon",-,-,2560,84000.0,@$33,Market,"(835619, 819269)","(114.170575498, 22.312401263)"
8820, ,09/07/2019,Central,"Shop B on G/F, , No.0039-0049 Gage Street, Central, Hong Kong",-,-,350,50000.0,@$143,Market,"(833821.15768, 816084.213579999)","(114.153131418, 22.283639064)"
8821, ,09/07/2019,Sheung Wan,"No. 0069, 69 Jervois Street, Jervois Street, Sheung Wan, Hong Kong",11,6,620,22320.0,@$36,Market,"(833618, 816272)","(114.151159769, 22.285334595)"
8822, ,09/07/2019,North Point,"No. 0088, 88 Hing Fat Street, Hing Fat Street, North Point, Hong Kong",29,1,1400,63000.0,@$45,Market,"(837991, 816557)","(114.193593986, 22.287909488)"
8823, ,09/07/2019,North Point,"No. 0028, Odeon Building, Shu Kuk Street, North Point, Hong Kong",2,WF,11000,539000.0,@$49,Market,"(838677.6, 817022.6)","(114.200257311, 22.292113322)"
8824, ,09/07/2019,Cheung Sha Wan,"No. 0668, W668, Castle Peak Road, Cheung Sha Wan, Kowloon",20,6,803,22000.0,@$27,Market,"(833043.10002, 822043.450479999)","(114.145569561, 22.337453288)"
8825, ,09/07/2019,North Point,"No. 0351, Bank Tower, King's Road, North Point, Hong Kong",14,C-D,688,24710.0,@$36,Market,"(837991, 816557)","(114.193593986, 22.287909488)"
8826, ,09/07/2019,Wan Chai,"No. 0253, Easey Commercial Building, Hennessy Road, Wan Chai, Hong Kong",4,WF,2234,64786.0,@$29,Land Registry,"(836221, 815478)","(114.1764183, 22.278166298)"
8827, ,09/07/2019,San Po Kong,"No. 0034, New Tech Plaza, Tai Yau Street, San Po Kong, Kowloon",5,1,1096,14796.0,@$14,Market,"(838360, 821952)","(114.197181746, 22.336629176)"
8828, ,09/07/2019,San Po Kong,"No. 0034, New Tech Plaza, Tai Yau Street, San Po Kong, Kowloon",25,1,1096,15892.0,@$15,Market,"(838360, 821952)","(114.197181746, 22.336629176)"
8829, ,09/07/2019,Tsuen Wan,"No. 18-22, Fu Yuen Industrial Building, Fui Yiu Kok Street, Tsuen Wan, New Territories",6,9,132,3300.0,@$25,Market,"(830119, 825240)","(114.117172407, 22.366311937)"
8830, ,09/07/2019,Yuen Long,"No. 0001-0005, Hung Wai Industrial Building, Hi Yip Street., Yuen Long, New Territories",13,B,1796,22450.0,@$13,Market,"(820957, 834473)","(114.028128038, 22.449632992)"
8831, ,09/07/2019,North Point,"Shop 5 on G/F, , Ka Wai Building, No.0146-0166 Java Road, North Point, Hong Kong",-,-,620,58000.0,@$94,Market,"(838765, 817052)","(114.201105494, 22.292378698)"
8832, ,09/07/2019,Western,"Shop  on G/F, , No.0022 Eastern Street, Western, Hong Kong",-,-,1300,52000.0,@$40,Market,"(830295, 824554)","(114.118883792, 22.360117606)"
8833, ,09/07/2019,Mong Kok,"Shop 08(88) on G/F, , No.0060-0104 Soy Street, Mong Kok, Kowloon",-,-,1000,120000.0,@$120,Land Registry,"(835897.5, 819798.03125)","(114.173278355, 22.317178814)"
8834, ,09/07/2019,Admiralty,"No. 0089, Lippo Centre, Tower 1, Queensway, Admiralty, Hong Kong",35,6,1192,76000.0,@$64,Market,"(838553, 817086)","(114.199048273, 22.292686034)"
8835, ,09/07/2019,Western,"No. 0118, 118 Connaught Road West, Connaught Road West, Western, Hong Kong",12,9,1023,27000.0,@$26,Market,"(832918, 816590)","(114.144366576, 22.288205119)"
8836, ,09/07/2019,Shek Mun,"No. 1, Kings Wing Plaza 2, On Kwan Street, Shek Mun, New Territories",1,B161,389,16000.0,@$41,Market,"(839502.7, 827757.8)","(114.208285889, 22.389056941)"
8837, ,09/07/2019,Kwun Tong,"No. 0030, Winful Centre, Shing Yip Street, Kwun Tong, Kowloon",5,3,587,12800.0,@$22,Market,"(841400, 818952)","(114.226681885, 22.309531021)"
8838, ,09/07/2019,Cheung Sha Wan,"No. 650, China Shipbuilding Tower, Cheung Sha Wan Road, Cheung Sha Wan, Kowloon",10,8,991,28739.0,@$29,Market,"(833353.25, 822044.59375)","(114.148580252, 22.337464165)"
8839, ,09/07/2019,Cheung Sha Wan,"No. 650-652, Yick Tai Industrial Building, Castle Peak Road, Cheung Sha Wan, Kowloon",4,9,770,13000.0,@$17,Market,"(833328, 822203)","(114.148334854, 22.338894622)"
8840, ,01/04/2019,Kwun Tong,"No. 0012, Wing Tai Centre, Hing Yip Street, Kwun Tong, Kowloon",1,B(301),512,8500.0,@$17,Market,"(841204, 818934)","(114.224779594, 22.309369044)"
8841, ,01/04/2019,Shek Mun,"No. 0003, Kings Wing Plaza 1, On Kwan Street, Shek Mun, New Territories",2,239,195,11800.0,@$61,Market,"(839502.7, 827757.8)","(114.208285889, 22.389056941)"
8842, ,01/04/2019,Sheung Shui,"No. 0188, Cambridge Plaza Block A, San Wan Road, Sheung Shui, New Territories",2,42A,1233,17262.0,@$14,Market,"(830615, 840816)","(114.121932863, 22.50697208)"
8843, ,01/04/2019,Cheung Sha Wan,"No. 82, Centre 600, King Lam Street, Cheung Sha Wan, Kowloon",9,B,910,19110.0,@$21,Market,"(833238, 822231)","(114.147461142, 22.339147322)"
8844, ,01/04/2019,Cheung Sha Wan,"No. 489-491, HK Industrial Centre Block C, Castle Peak Road, Cheung Sha Wan, Kowloon",2,10(b),810,15500.0,@$19,Market,"(833294, 822085)","(114.148005024, 22.337828956)"
8845, ,01/04/2019,Kwun Tong,"No. 0072, Everwin Centre, Hung To Road, Kwun Tong, Kowloon",12,B,3437,72177.0,@$21,Market,"(841074, 818863)","(114.223517695, 22.308728239)"
