, ,instrument date,district,property,floor,unit,area_sq.ft.,price,price/sq.ft.,source,e_n
6093, ,04/12/2018,Tsim Sha Tsui,"Unit  on , Tern Plaza, No.0005 Cameron Road, Tsim Sha Tsui, Kowloon",-,-,5040,300000.0,@$60,Market,"(835850, 817770)"
6094, ,04/12/2018,Central,"No. 0099, The Center, Queen's Road Central, Central, Hong Kong",32,WF,25609,2200000.0,@$86,Land Registry,"(833980.7, 816199)"
6095, ,04/12/2018,Sheung Wan,"No. 0048, Tack Building, Gilman Street, Sheung Wan, Hong Kong",3,WF,700,11998.0,@$17,Market,"(834005, 816310)"
6096, ,04/12/2018,Kowloon Bay,"No. 0018, FTLife Tower, Sheung Yuet Road, Kowloon Bay, Kowloon",9,01-05,10323,340659.0,@$33,Market,"(839682, 820276)"
6097, ,04/12/2018,Hung Hom,"No. 0038, The Metropolis, Metropolis Drive, Hung Hom, Kowloon",27,1,854,30744.0,@$36,Market,"(836957.5, 818159.1)"
6098, ,04/12/2018,Kwun Tong,"No. 0106, Crown Industrial Building, How Ming Street, Kwun Tong, Kowloon",6,01-02,2458,39328.0,@$16,Market,"(841106, 819207)"
6099, ,04/12/2018,Tsim Sha Tsui East,"No. 1, Concordia Plaza, Science Museum Road, Tsim Sha Tsui East, Kowloon",21,1,1158,52110.0,@$45,Market,"(836425, 818120)"
6100, ,06/12/2018,San Po Kong,"No. 0023, Po Shing Industrial Building, Tai Yau Street, San Po Kong, Kowloon",8,10,331,6700.0,@$20,Market,"(838525, 822096)"
6101, ,06/12/2018,San Po Kong,"No. 0023, Po Shing Industrial Building, Tai Yau Street, San Po Kong, Kowloon",8,11,191,3900.0,@$20,Market,"(838525, 822096)"
6102, ,06/12/2018,San Po Kong,"No. 0023, Po Shing Industrial Building, Tai Yau Street, San Po Kong, Kowloon",8,12,184,3700.0,@$20,Market,"(838525, 822096)"
6103, ,06/12/2018,San Po Kong,"No. 0023, Po Shing Industrial Building, Tai Yau Street, San Po Kong, Kowloon",8,13,202,4100.0,@$20,Market,"(838525, 822096)"
6104, ,06/12/2018,Kwun Tong,"No. 100, AIA Tower, How Ming Street, Kwun Tong, Kowloon",30,5,5741,183712.0,@$32,Market,"(840747.21875, 819343.672870001)"
6105, ,06/12/2018,San Po Kong,"No. 0008, Luk Hop Industrial Building, Luk Hop Street, San Po Kong, Kowloon",23,"B,C",6130,82500.0,@$13,Market,"(838608, 821974)"
6106, ,06/12/2018,Tsuen Wan,"Shop 109 on 1/F, Cdw Building, No.0382-0392 Castle Peak Road, Tsuen Wan, New Territories",-,-,560,50400.0,@$90,Market,"(829700, 826244)"
6107, ,06/12/2018,Kwun Tong,"Unit (DUPLEX) on 32/F, 33/F, GRAVITY, No.0029 Hing Yip Street, Kwun Tong, Kowloon",-,-,7779,264486.0,@$34,Market,"(841243.11067, 818922.737950001)"
6108, ,06/12/2018,Cheung Sha Wan,"No. 0009, 9 Po Lun Street, Po Lun Street, Cheung Sha Wan, Kowloon",7,WF,11000,275000.0,@$25,Market,"(834382, 822334)"
6109, ,06/12/2018,San Po Kong,"No. 0023, Po Shing Industrial Building, Tai Yau Street, San Po Kong, Kowloon",8,9,298,6000.0,@$20,Market,"(838525, 822096)"
6110, ,06/12/2018,Tuen Mun,"No. 0003, Tak Wing Industrial Building, Tsun Wen Road, Tuen Mun, New Territories",9,D,3114,34254.0,@$11,Market,"(815110, 828521)"
6111, ,06/12/2018,San Po Kong,"No. 0034, New Tech Plaza, Tai Yau Street, San Po Kong, Kowloon",11,1,1096,15344.0,@$14,Market,"(838360, 821952)"
6112, ,06/12/2018,Tsim Sha Tsui,"Unit  on 10/F, On Lee Commercial Building, No.0037 Cameron Road, Tsim Sha Tsui, Kowloon",-,-,1167,27000.0,@$23,Market,"(836085, 817844)"
6113, ,06/12/2018,Tsim Sha Tsui Central,"No. 0001, 1 Chatham Road South Tsimshatsui, Chatham Road South, Tsim Sha Tsui Central, Kowloon",7,A,1052,29456.0,@$28,Market,"(836092, 817512)"
6114, ,06/12/2018,Central,"No. 0041, Nexxus Building, Des Voeux Road Central, Central, Hong Kong",5,2,4954,386412.0,@$78,Land Registry,"(834145, 816134)"
6115, ,06/12/2018,Fo Tan,"No. 0045-0047, Haribest Industrial Building, Au Pui Wan Street, Fo Tan, New Territories",9,M,713,9600.0,@$13,Market,"(838036, 828771)"
6116, ,06/12/2018,Kwun Tong,"No. 0019-0021, Shing Yip Industrial Building, Shing Yip Street, Kwun Tong, Kowloon",9,11,663,13000.0,@$20,Market,"(841446, 819018)"
6117, ,06/12/2018,Kwun Tong,"No. 0050, Lemmi Centre, Hoi Yuen Road, Kwun Tong, Kowloon",11,3,1037,22500.0,@$22,Market,"(841089, 818936)"
6118, ,06/12/2018,Tsim Sha Tsui,"Unit 803 on 8/F, Tern Plaza, No.0005 Cameron Road, Tsim Sha Tsui, Kowloon",-,-,925,27700.0,@$30,Market,"(835850, 817770)"
6119, ,06/12/2018,Central,"Shop  on G/F, , No.0007 Lan Kwai Fong, Central, Hong Kong",-,-,655,85000.0,@$130,Market,"(830295, 824554)"
6120, ,06/08/2019,Tsuen Wan,"No. 362, Fortune Commercial Building, Sha Tsui Road, Tsuen Wan, New Territories",8,18,282,5800.0,@$21,Market,"(830307, 825449)"
6121, ,06/08/2019,Wong Chuk Hang,"No. 19-21, Global Trade Square, Wong Chuk Hang Road, Wong Chuk Hang, Hong Kong",19,4,1014,25350.0,@$25,Market,"(834865, 812221)"
6122, ,06/08/2019,Tai Po Industrial Park,"No. 0012, GMP Centre, Dai Fu Street, Tai Po Industrial Park, New Territories",G,W/F,44854,485200.0,@$11,Land Registry,"(837071, 835655)"
6123, ,05/08/2019,Tsuen Wan,"Shop A010 on 1/F, Nan Fung Centre, No.0264-0298 Castle Peak Road, Tsuen Wan, New Territories",-,-,196,36400.0,@$186,Market,"(830050.1, 826050.4)"
6124, ,05/08/2019,Sai Wan Ho,"No. 0068, Marina House, Hing Man Street, Sai Wan Ho, Hong Kong",7,5,537,9666.0,@$18,Market,"(841245, 815755)"
6125, ,05/08/2019,Tsuen Wan,"No. 0003, Tml Tower, Hoi Shing Road, Tsuen Wan, New Territories",8,A01,1985,41685.0,@$21,Market,"(828987, 826048)"
6126, ,05/08/2019,Sai Wan Ho,"No. 0068, Marina House, Hing Man Street, Sai Wan Ho, Hong Kong",17,2,542,9756.0,@$18,Market,"(841245, 815755)"
6127, ,05/08/2019,Tsuen Wan,"No. 0003, Tml Tower, Hoi Shing Road, Tsuen Wan, New Territories",5,C01,2021,32000.0,@$16,Market,"(828987, 826048)"
6128, ,05/08/2019,Central,"No. 0107, Yu Sung Boon Building, Des Voeux Road Central, Central, Hong Kong",4,3,600,25200.0,@$42,Market,"(834077, 816222)"
6129, ,05/08/2019,Wan Chai,"No. 0165, Lucky Centre, Wan Chai Road, Wan Chai, Hong Kong",3,8,818,24540.0,@$30,Market,"(836282.5, 815341.3)"
6130, ,05/08/2019,Cheung Sha Wan,"No. 61-63, Global Gateway Tower, Wing Hong Street, Cheung Sha Wan, Kowloon",18,4,1856,44000.0,@$24,Market,"(833315, 822237)"
6131, ,05/08/2019,San Po Kong,"No. 0035, Efficiency House, Tai Yau Street, San Po Kong, Kowloon",9,A(16),420,6200.0,@$15,Market,"(838370, 821857)"
6132, ,05/08/2019,Tsim Sha Tsui,"Shop 37E on G/F, Fhp Shopping Centre, No.0031 Mody Road, Tsim Sha Tsui, Kowloon",-,-,600,60000.0,@$100,Market,"(836080, 817620)"
6133, ,05/08/2019,Tai Po,"Shop A06 on G/F, , Fortune Plaza, No.0004 On Chee Road, Tai Po, New Territories",-,-,327,28000.0,@$86,Market,"(835364.8, 834805.1)"
6134, ,05/08/2019,Sai Wan Ho,"No. 0068, Marina House, Hing Man Street, Sai Wan Ho, Hong Kong",8,3,576,10368.0,@$18,Market,"(841245, 815755)"
6135, ,05/08/2019,Kwai Chung,"No. 17-23, Marvel Industrial Building B, Kwai Fung Crescent, Kwai Chung, New Territories",3,G(02),900,12000.0,@$13,Market,"(830872, 824118)"
6153, ,22/10/2019,Kwun Tong,"No. 0018, New East Sun Industrial Building, Shing Yip Street, Kwun Tong, Kowloon",2,B(23),206,4000.0,@$19,Market,"(841334, 818934)"
6154, ,22/10/2019,Tai Po,"No. 0057, Tai Ping Industrial Centre Block 1, Ting Kok Road, Tai Po, New Territories",14,D,9995,129935.0,@$13,Market,"(835308, 835287)"
6155, ,22/10/2019,Cheung Sha Wan,"No. 833, Cheung Sha Wan Plaza 2, Cheung Sha Wan Road, Cheung Sha Wan, Kowloon",5,07B,1385,34625.0,@$25,Market,"(833341, 822002)"
6156, ,22/10/2019,Wong Chuk Hang,"No. 0040, Kwai Bo Industrial Building, Wong Chuk Hang Road, Wong Chuk Hang, Hong Kong",8,B,1820,30000.0,@$16,Market,"(835162, 812169)"
6157, ,22/10/2019,Shau Kei Wan,"Shop  on G/F, G/F & M/F, No.0009 Nam On Street, Shau Kei Wan, Hong Kong",-,-,1800,54000.0,@$30,Market,"(833447.75193345, 816482.37661408)"
6158, ,22/10/2019,Kwun Tong,"No. 0223, Manulife Financial Centre - Tower A, Wai Yip Street, Kwun Tong, Kowloon",8,04A,4994,154814.0,@$31,Market,"(841080, 818766)"
6159, ,22/10/2019,Jordan,"No. 0208, Fourseas Building, Nathan Road, Jordan, Kowloon",4,1,1180,45000.0,@$38,Market,"(835765, 818320)"
6160, ,16/01/2019,Central,"No. 0022, Sea Bird House, Wyndham Street, Central, Hong Kong",7,WF,2095,81705.0,@$39,Market,"(834132, 815747)"
6161, ,16/01/2019,Wan Chai,"No. 0083, Goldwe Centre, Queen's Road East, Wan Chai, Hong Kong",6,WF,1538,60000.0,@$39,Market,"(835526.93067, 815282.16313)"
6162, ,16/01/2019,Tsim Sha Tsui East,"No. 0077, Chinachem Golden Plaza, Mody Road, Tsim Sha Tsui East, Kowloon",5,13,6290,188700.0,@$30,Land Registry,"(836509.8, 817921.9)"
6163, ,16/01/2019,Tsuen Wan,"No. 3, TML Tower, Hoi Shing Road, Tsuen Wan, New Territories",31,A05,1885,43355.0,@$23,Market,"(828987, 826048)"
6168, ,11/01/2019,Wan Chai,"Shop 8, 9 on G/F, G/F M/F, No.0008 Sun Street, Wan Chai, Hong Kong",-,-,3000,135000.0,@$45,Land Registry,"(835414.28133, 815308.16554)"
6169, ,11/01/2019,Fanling,"Shop G03A on G/F, , COMMUNE MODERN, No.0028 Wo Fung Street, Fanling, New Territories",-,-,2692,67300.0,@$25,Market,"(832784.15625, 839951.125)"
6170, ,11/01/2019,Tsim Sha Tsui Central,"No. 0020, Grand Building, Granville Circuit, Tsim Sha Tsui Central, Kowloon",1,52,850,28050.0,@$33,Market,"(836070, 817894)"
6171, ,11/01/2019,North Point,"No. 0128, Java Commercial Centre, Java Road, North Point, Hong Kong",11,05A,634,15000.0,@$24,Market,"(838700, 817029)"
6172, ,11/01/2019,Jordan,"No. 0056, Royal Commercial Centre, Parkes Street, Jordan, Kowloon",18,1,639,28001.0,@$44,Market,"(835639, 818417)"
6173, ,11/01/2019,Shek Mun,"No. 0003, Delta House, On Yiu Street, Shek Mun, New Territories",5,06-10,4404,88080.0,@$20,Market,"(839609, 827899)"
6174, ,11/01/2019,Shek Mun,"No. 0003, Delta House, On Yiu Street, Shek Mun, New Territories",10,16-18,3908,78160.0,@$20,Market,"(839609, 827899)"
6175, ,11/01/2019,Fo Tan,"No. 0033-0035, Century Industrial Centre, Au Pui Wan Street, Fo Tan, New Territories",4,E,1265,19000.0,@$15,Market,"(838156, 828671)"
6176, ,11/01/2019,Sheung Wan,"No. 0009, 9 Des Voeux Road West, Des Voeux Road West, Sheung Wan, Hong Kong",27,WF,7192,273296.0,@$38,Market,"(833043.21903, 816546.76262)"
6177, ,11/01/2019,Tsim Sha Tsui Central,"No. 0026, Cambridge House, Cameron Road, Tsim Sha Tsui Central, Kowloon",6,3,385,11165.0,@$29,Market,"(835902.6875, 817772.53125)"
6178, ,11/01/2019,Tsim Sha Tsui East,"No. 0061, Mirror Tower, Mody Road, Tsim Sha Tsui East, Kowloon",3,2,890,31150.0,@$35,Market,"(835899.65625, 817571.8125)"
6179, ,11/01/2019,Fo Tan,"No. 0034-0036, Veristrong Industrial Centre Block B, Au Pui Wan Street, Fo Tan, New Territories",16,8,1332,15300.0,@$11,Market,"(837960, 828930)"
6180, ,15/05/2019,Mong Kok,"Shop   08 on G/F, , Allied Plaza, No.0760 Nathan Road, Mong Kok, Kowloon",-,-,927,70000.0,@$76,Market,"(835439, 820498)"
6181, ,15/05/2019,Mong Kok,"Shop FK 2B1 on 1/F, Argyle Centre, No.0688 Nathan Road, Mong Kok, Kowloon",-,-,80,22000.0,@$275,Market,"(835515, 820121)"
6182, ,15/05/2019,Central,"Shop 211 on 2/F, No.0019 Des Voeux Road Central, Central, Hong Kong",-,-,314,40000.0,@$127,Market,"(834056.1, 816199.8)"
6183, ,15/05/2019,Kwai Fong,"Unit 202 on 2/F, Lung Tang Building, No.0041-0043 Shing Fong Street, Kwai Fong, New Territories",-,-,2900,150000.0,@$52,Market,"(831138, 824428)"
6184, ,15/05/2019,Tsim Sha Tsui,"Shop E(40) on G/F, , Lyton Building, No.0032-0048 Mody Road, Tsim Sha Tsui, Kowloon",-,-,750,85000.0,@$113,Market,"(836060, 817577)"
6185, ,15/05/2019,Jordan,"No. 0028, Boss Commercial Centre, Ferry Street, Jordan, Kowloon",8,6,538,17000.0,@$32,Market,"(835310, 818705)"
6186, ,15/05/2019,Tsim Sha Tsui East,"No. 0063, Houston Centre, Mody Road, Tsim Sha Tsui East, Kowloon",12,12,1293,47841.0,@$37,Market,"(836261, 817683)"
6187, ,15/05/2019,Yuen Long,"No. 0022, The Rainbow, Wang Yip Street South, Yuen Long, New Territories",2,6,378,13000.0,@$34,Market,"(821817.782, 834063.328)"
6188, ,15/05/2019,Wan Chai,"No. 0006, Kwan Chart Tower, Tonnochy Road, Wan Chai, Hong Kong",6,WF,4693,125000.0,@$27,Market,"(836375, 815594)"
6189, ,15/05/2019,Mong Kok,"No. 0287, Cheong Tai Commercial Building(MK), Reclamation Street, Mong Kok, Kowloon",9,1,392,9600.0,@$24,Market,"(835329.1875, 819949.34375)"
6190, ,15/05/2019,San Po Kong,"No. 0023, Max Trade Centre, Luk Hop Street, San Po Kong, Kowloon",11,1,980,13600.0,@$14,Market,"(838666, 821999)"
6191, ,15/05/2019,Fanling,"No. 0033, Good Harvest Centre, On Chuen Street, Fanling, New Territories",2,H,1494,22000.0,@$15,Market,"(833203, 839913)"
6192, ,15/05/2019,Tsim Sha Tsui,"Shop A on G/F, , No.0022-0024 Prat Avenue, Tsim Sha Tsui, Kowloon",-,-,1600,155000.0,@$97,Market,"(836060.13235, 817746.208210001)"
6193, ,15/05/2019,Yuen Long,"Shop 45 on G/F,  & M/F, Sing Shun Building, No.0041-0047 Castle Peak Road, Yuen Long, New Territories",-,-,1650,110000.0,@$67,Market,"(821215, 833920)"
6194, ,15/05/2019,Tsuen Wan,"Shop  on G/F, , Luen Wo Building, No.0144 Hoi Pa Street, Tsuen Wan, New Territories",-,-,710,130000.0,@$183,Market,"(830111, 825760)"
6195, ,15/05/2019,Tsim Sha Tsui East,"No. 0075, South Seas Centre, Unknown, Tsim Sha Tsui East, Kowloon",1,25-26,516,15000.0,@$29,Market,"(836467, 817839)"
6196, ,15/05/2019,Kwun Tong,"No. 0133, 133 Wai Yip Street, Wai Yip Street, Kwun Tong, Kowloon",8,A,4010,112280.0,@$28,Market,"(841648.6776, 819206.9961)"
6197, ,15/05/2019,Kwai Fong,"No. 0223, Metroplaza II, Hing Fong Road, Kwai Fong, New Territories",12,8,1457,40796.0,@$28,Market,"(831069, 824254)"
6198, ,15/05/2019,Central,"No. 0034-0037, Chinachem Tower, Connaught Road Central, Central, Hong Kong",9,2,1004,41164.0,@$41,Land Registry,"(834220, 816110)"
6199, ,15/05/2019,Jordan,"No. 0345, Wing On Kowloon Centre, Nathan Road, Jordan, Kowloon",14,4,2069,74484.0,@$36,Land Registry,"(835672, 818718)"
6220, ,28/12/2018,Central,"No. 0071, Wing On House, Des Voeux Road Central, Central, Hong Kong",24,5,1400,74200.0,@$53,Market,"(834163, 816112)"
6221, ,28/12/2018,Wan Chai,"No. 0001, Office Tower - Convention Plaza, Harbour Road, Wan Chai, Hong Kong",31,3,3810,209550.0,@$55,Market,"(845887, 816288)"
6222, ,28/12/2018,Wong Chuk Hang,"No. 0050, W50, Wong Chuk Hang Road, Wong Chuk Hang, Hong Kong",21,8,612,13158.0,@$22,Market,"(835098.21687, 812162.404340001)"
6223, ,28/12/2018,Central,"No. 0035, C Wisdom Centre, Hollywood Road, Central, Hong Kong",14,WF,968,27000.0,@$28,Land Registry,"(833869, 815930)"
6240, ,10/07/2019,Prince Edward,"No. 0193, Grand Century Place I, Prince Edward Road West, Prince Edward, Kowloon",16,12-18,8274,330960.0,@$40,Land Registry,"(835787.9, 820422.3)"
6241, ,10/07/2019,Kwun Tong,"No. 0005, Chen Yip Industrial Building, Lai Yip Street, Kwun Tong, Kowloon",4,A,3650,38000.0,@$10,Market,"(840425, 819493)"
6242, ,10/07/2019,Kwun Tong,"No. 0172, Cantake Factory Building, Wai Yip Street, Kwun Tong, Kowloon",11,A,1390,18070.0,@$13,Market,"(840770, 819041)"
6243, ,10/07/2019,Kowloon Bay,"No. 0032, Metro Centre I, Lam Hing Street, Kowloon Bay, Kowloon",15,23,786,14000.0,@$18,Market,"(839724, 820589)"
6244, ,10/07/2019,Kowloon Bay,"No. 0032, Metro Centre I, Lam Hing Street, Kowloon Bay, Kowloon",11,17,590,13500.0,@$23,Market,"(839724, 820589)"
6245, ,10/07/2019,Tsuen Wan,"No. 362, Fortune Commercial Building, Sha Tsui Road, Tsuen Wan, New Territories",9,18,282,6486.0,@$23,Market,"(830307, 825449)"
6246, ,10/07/2019,Tsuen Wan,"No. 362, Fortune Commercial Building, Sha Tsui Road, Tsuen Wan, New Territories",9,17,438,10074.0,@$23,Market,"(830307, 825449)"
6247, ,10/07/2019,Kwun Tong,"No. 0025, Prosperity Center, Chong Yip Street, Kwun Tong, Kowloon",15,10,1205,28318.0,@$24,Market,"(840676, 819449)"
6248, ,10/07/2019,To Kwa Wan,"No. 0095/0097, On Lok Factory Building, Ha Heung Road, To Kwa Wan, Kowloon",G,H,310,14000.0,@$45,Market,"(837564, 819979)"
6249, ,10/07/2019,Tsuen Wan,"Shop  on G/F, , No.0118 Chung On Street, Tsuen Wan, New Territories",-,-,1200,150000.0,@$125,Market,"(830196.60063, 825820.69729)"
6250, ,10/07/2019,Yau Ma Tei,"Shop  4 on G/F, , Alhambra Building, No.0383-0389C Nathan Road, Yau Ma Tei, Kowloon",-,-,700,80000.0,@$114,Market,"(835660, 818847)"
6251, ,10/07/2019,Tsuen Wan,"Shop 03(107) on G/F, , Fortune Building, No.0105-0129 Sha Tsui Road, Tsuen Wan, New Territories",-,-,1000,35000.0,@$35,Market,"(829479, 825982)"
6252, ,10/07/2019,Sheung Wan,"No. 0233, Hollywood Centre (HR), Hollywood Road, Sheung Wan, Hong Kong",6,01-02,1667,50010.0,@$30,Market,"(833199, 816403)"
6253, ,10/07/2019,Shatin,"No. 0002, Koon Wah Building, Yuen Shun Circuit, Shatin, New Territories",2,16,1700,30600.0,@$18,Market,"(839230, 827091)"
6254, ,10/07/2019,Tsim Sha Tsui West,"No. 0030, Silvercord Tower 2, Canton Road, Tsim Sha Tsui West, Kowloon",7,05B-06,3330,136530.0,@$41,Market,"(835484, 817647)"
6255, ,10/07/2019,Central,"No. 0099, The Center, Queen's Road Central, Central, Hong Kong",26,10,2583,214000.0,@$83,Market,"(833980.7, 816199)"
6256, ,10/07/2019,Jordan,"No. 0122, Real Sight Commercial Building, Woosung Street, Jordan, Kowloon",14,WF,1137,34110.0,@$30,Market,"(835581, 818437)"
6257, ,10/07/2019,Tuen Mun,"No. 2, Wah Wan Industrial Building, Kin Fat Lane, Tuen Mun, New Territories",9,5,1417,13000.0,@$9,Market,"(814795, 828642)"
6258, ,10/07/2019,Kwun Tong,"No. 0117, Entrepot Centre, How Ming Street, Kwun Tong, Kowloon",18,6,802,28800.0,@$36,Market,"(841207, 819173)"
6259, ,10/07/2019,Cheung Sha Wan,"No. 833, Cheung Sha Wan Plaza 2, Cheung Sha Wan Road, Cheung Sha Wan, Kowloon",6,"05A,05B",1080,27000.0,@$25,Market,"(833341, 822002)"
6260, ,18/03/2019,Sham Shui Po,"Shop A-B on G/F, M/F, No.0074 Cheung Sha Wan Road, Sham Shui Po, Kowloon",-,-,1200,22500.0,@$19,Market,"(833353.25, 822044.59375)"
6261, ,18/03/2019,Western,"Shop  on G/F, , No.0302 Queen's Road West, Western, Hong Kong",-,-,700,40000.0,@$57,Market,"(833311.25, 816416.141349999)"
6262, ,18/03/2019,Tai Hang,"Shop 1-6 on G/F, , No.0014-0016 Lin Fa Kung Street West, Tai Hang, Hong Kong",-,-,1295,75000.0,@$58,Market,"(837886.875, 815660.78125)"
6263, ,18/03/2019,Wan Chai,"No. 0041, East Town Building, Lockhart Road, Wan Chai, Hong Kong",8,1,905,27150.0,@$30,Market,"(835624, 815508)"
6264, ,18/03/2019,Prince Edward,"No. 0750-0758, Pioneer Centre, Nathan Road, Prince Edward, Kowloon",11,10,550,24750.0,@$45,Market,"(835490.3955, 820403.1521)"
6265, ,18/03/2019,Fo Tan,"No. 0001-0003, Yue Cheung Centre, Wong Chuk Yeung Street, Fo Tan, New Territories",6,J,1325,15900.0,@$12,Market,"(837717, 828643)"
6266, ,18/03/2019,Kwun Tong,"No. 320-322, THE ICON, Kwun Tong Road, Kwun Tong, Kowloon",3,11,427,12000.0,@$28,Market,"(841154, 819323)"
6267, ,18/03/2019,Tsuen Wan,"No. 1, Grand City Plaza, Sai Lau Kok Road, Tsuen Wan, New Territories",10,8,608,12890.0,@$21,Land Registry,"(829829.879, 826178.898)"
6268, ,18/03/2019,Yau Ma Tei,"Shop 1&2 (PORTION) on G/F, , Tai Shing Commercial (Yaumati) Building, No.0498-0500 Nathan Road, Yau Ma Tei, Kowloon",-,-,3000,380000.0,@$127,Market,"(835679, 819202)"
6269, ,18/03/2019,Mong Kok,"Unit 2A on 2/F, No.0001A-0001L Tung Choi Street, Mong Kok, Kowloon",-,-,2040,90000.0,@$44,Market,"(835660.59375, 819806.90625)"
6270, ,18/03/2019,Shau Kei Wan,"Shop L on G/F, , Golden Mansion, No.0042-0052 Shau Kei Wan Main Street East, Shau Kei Wan, Hong Kong",-,-,1400,70000.0,@$50,Market,"(841753.89375, 815541.02094)"
6271, ,18/03/2019,Kwun Tong,"No. 0071, The Rays, Hung To Road, Kwun Tong, Kowloon",7,WF,7285,138415.0,@$19,Market,"(841648.6776, 819206.9961)"
6272, ,18/03/2019,Tsuen Wan,"No. 0001, Grand City Plaza, Sai Lau Kok Road, Tsuen Wan, New Territories",10,8,608,12890.0,@$21,Land Registry,"(829829.879, 826178.898)"
6273, ,18/03/2019,Kwai Chung,"No. 16-26, Golden Industrial Building, Kwai Tak Street, Kwai Chung, New Territories",4,20,1077,11847.0,@$11,Market,"(830781, 823814)"
6274, ,18/03/2019,Kwun Tong,"No. 0472-0484, Kwun Tong Industrial Centre Block 1, Kwun Tong Road, Kwun Tong, Kowloon",6,"T,U(28)",75,1900.0,@$25,Market,"(841478, 819101)"
6275, ,18/03/2019,Kwun Tong,"No. 0472-0484, Kwun Tong Industrial Centre Block 1, Kwun Tong Road, Kwun Tong, Kowloon",6,"T,U(16)",65,1700.0,@$26,Market,"(841478, 819101)"
6280, ,21/06/2019,Cheung Sha Wan,"No. 23-27, Alexandra Industrial Building, Wing Hong Street, Cheung Sha Wan, Kowloon",7,A(720),356,6300.0,@$18,Market,"(833104, 822164)"
6281, ,21/06/2019,Kwun Tong,"No. 0019-0021, Shing Yip Industrial Building, Shing Yip Street, Kwun Tong, Kowloon",10,25,1276,19000.0,@$15,Market,"(841446, 819018)"
6282, ,21/06/2019,Yuen Long,"Shop 067 on , Manhattan Plaza, No.0023 Sai Ching Street, Yuen Long, New Territories",-,-,107,9416.0,@$88,Market,"(820985, 833550)"
6283, ,21/06/2019,Sheung Shui,"Shop  on G/F, , No.0021 San Tsoi Street, Sheung Shui, New Territories",-,-,1000,22000.0,@$22,Market,"(831158.0625, 840552.25)"
6284, ,21/06/2019,Ngau Tau Kok,"Shop 10(103) on G/F, & C/L, No.0083-0103 Ting Fu Street, Ngau Tau Kok, Kowloon",-,-,1739,34000.0,@$20,Market,request_failed
6285, ,21/06/2019,Tsim Sha Tsui East,"No. 0094, Inter-Continental Plaza, Granville Road, Tsim Sha Tsui East, Kowloon",12,2,785,25905.0,@$33,Market,"(836241, 817826)"
6286, ,21/06/2019,Tsim Sha Tsui East,"No. 0014, New Mandarin Plaza Tower A, Science Museum Road, Tsim Sha Tsui East, Kowloon",10,10,769,26915.0,@$35,Market,"(836408, 817920)"
6287, ,21/06/2019,Kowloon Bay,"No. 0008, Mega Cube, Wang Kwong Road, Kowloon Bay, Kowloon",8,8,783,15660.0,@$20,Market,"(839239, 820592)"
6288, ,21/06/2019,Central,"No. 0099, The Center, Queen's Road Central, Central, Hong Kong",63,2,1996,194610.0,@$98,Market,"(833980.7, 816199)"
6289, ,21/06/2019,Cheung Sha Wan,"No. 23-27, Alexandra Industrial Building, Wing Hong Street, Cheung Sha Wan, Kowloon",7,A(712),425,8500.0,@$20,Market,"(833104, 822164)"
6290, ,21/06/2019,Cheung Sha Wan,"No. 23-27, Alexandra Industrial Building, Wing Hong Street, Cheung Sha Wan, Kowloon",7,A(716),302,5400.0,@$18,Market,"(833104, 822164)"
