, ,instrument date,district,property,floor,unit,area_sq.ft.,price,price/sq.ft.,source,e_n
5892, ,15/02/2019,Tuen Mun,"Shop G-19-20 on G/F, , Venice Garden, No.0012 Leung Tak Street, Tuen Mun, New Territories",-,-,1800,110000.0,@$61,Market,"(814840, 829807)"
5893, ,15/02/2019,Causeway Bay,"Shop  on G/F, , No.0068 Percival Street, Causeway Bay, Hong Kong",-,-,1000,315000.0,@$315,Land Registry,"(836906.8, 815614.7)"
5894, ,15/02/2019,Tsim Sha Tsui Central,"No. 0004, Hermes Commercial Centre, Hillwood Road, Tsim Sha Tsui Central, Kowloon",8,3,390,14500.0,@$37,Market,"(835802, 818172)"
5895, ,15/02/2019,Quarry Bay,"No. 0663, Prosperity Millennia Plaza, King's Road, Quarry Bay, Hong Kong",27,05-09,4646,171902.0,@$37,Market,"(839486, 816984)"
5896, ,15/02/2019,Fo Tan,"No. 0043-0047, Worldwide Industrial Centre, Shan Mei Street, Fo Tan, New Territories",15,22,1219,8533.0,@$7,Market,"(837677, 828844)"
5897, ,15/02/2019,Wong Chuk Hang,"No. 0004, E Tat Factory Building, Heung Yip Road, Wong Chuk Hang, Hong Kong",8,13,325,6500.0,@$20,Market,"(835396, 812212)"
5898, ,15/02/2019,Yau Tong,"No. 0015, Long Life Industrial Building, Ko Fai Road, Yau Tong, Kowloon",9,A(19),190,2300.0,@$12,Market,"(842328, 817412)"
5899, ,15/02/2019,Shek Mun,"No. 0011, Corporation Park, On Lai Street, Shek Mun, New Territories",16,21,1025,15375.0,@$15,Market,"(839415, 827822)"
5900, ,03/12/2018,Kwai Chung,"No. 63-75, Koon Wo Industrial Building, Ta Chuen Ping Street, Kwai Chung, New Territories",5,A,1851,12900.0,@$7,Market,"(832131, 825433)"
5901, ,03/12/2018,Cheung Sha Wan,"No. 883, Elite Industrial Centre, Cheung Sha Wan Road, Cheung Sha Wan, Kowloon",10,13,1812,27180.0,@$15,Market,"(833241, 821962)"
5902, ,03/12/2018,Mong Kok,"Shop 24A on G/F, , No.0001 Kwong Wa Street, Mong Kok, Kowloon",-,-,600,58000.0,@$97,Market,"(835916.95468, 819755.04985)"
5903, ,03/12/2018,Jordan,"Shop C on G/F, , Pearl Oriental Tower, No.0225 Nathan Road, Jordan, Kowloon",-,-,245,58000.0,@$237,Market,"(835705, 818390)"
5904, ,03/12/2018,Central,"No. 0015, Yue Shing Commercial Building, Queen Victoria Street, Central, Hong Kong",14,01-02,1400,53998.0,@$39,Market,"(834054, 816080)"
5905, ,03/12/2018,Jordan,"No. 0006, 8 Jordan Road, Jordan Road, Jordan, Kowloon",11,1,760,22040.0,@$29,Market,"(835644.2, 818451.6)"
5906, ,03/12/2018,Tsim Sha Tsui West,"No. 0033, China HK City Tower 3, Canton Road, Tsim Sha Tsui West, Kowloon",8,11,1030,36050.0,@$35,Market,"(835289, 817981)"
5907, ,03/12/2018,Tsim Sha Tsui West,"No. 0003, Star House, Salisbury Road, Tsim Sha Tsui West, Kowloon",15,22,675,19000.0,@$28,Market,"(836326, 817606)"
5908, ,03/12/2018,San Po Kong,"No. 33, Port 33, Tsuek Luk Street, San Po Kong, Kowloon",21,2,1726,41424.0,@$24,Market,"(838411, 821819)"
5909, ,03/12/2018,Yuen Long,"No. 0008-0012A, Kar Wah Industrial Building, Leung Yip Street, Yuen Long, New Territories",2,12,1143,17145.0,@$15,Market,"(821006.87474, 834503.68984)"
5910, ,03/12/2018,Kwun Tong,"No. 0396, Everest Industrial Centre, Kwun Tong Road, Kwun Tong, Kowloon",3,D,902,17138.0,@$19,Market,"(840963.11521309, 819401.96354075)"
5911, ,03/12/2018,Kwun Tong,"No. 0018, New East Sun Industrial Building, Shing Yip Street, Kwun Tong, Kowloon",6,A10,300,4800.0,@$16,Market,"(841334, 818934)"
5912, ,03/12/2018,Cheung Sha Wan,"No. 18, Precious Industrial Centre, Cheung Yue Street, Cheung Sha Wan, Kowloon",2,C-D,6250,75000.0,@$12,Market,"(833493, 822051)"
5913, ,03/12/2018,Kwun Tong,"No. 0330, Air Goal Cargo Building, Kwun Tong Road, Kwun Tong, Kowloon",9,B(02),318,4770.0,@$15,Market,"(840297, 819682)"
5914, ,03/12/2018,Mong Kok,"Shop C on G/F, , No.0010-0010A Soy Street, Mong Kok, Kowloon",-,-,300,30000.0,@$100,Market,"(835897.5, 819798.03125)"
5915, ,03/12/2018,Tuen Mun,"No. 13, Kin Fat Industrial Centre, Kin Fat Street, Tuen Mun, New Territories",12,13,1644,13152.0,@$8,Market,"(814742, 828892)"
5916, ,03/12/2018,Kwun Tong,"No. 0099, How Ming Factory Building, How Ming Street, Kwun Tong, Kowloon",10,E07,300,6600.0,@$22,Market,"(841060, 819302)"
5917, ,03/12/2018,Shek Mun,"No. 1, Kings Wing Plaza 2, On Kwan Street, Shek Mun, New Territories",1,101(C04),170,10000.0,@$59,Market,"(839502.7, 827757.8)"
5918, ,03/12/2018,Cheung Sha Wan,"No. 489-491, HK Industrial Centre Block C, Castle Peak Road, Cheung Sha Wan, Kowloon",5,14,1200,24000.0,@$20,Market,"(833294, 822085)"
5919, ,03/12/2018,Tuen Mun,"No. 16, Pahsang Industrial Building, San On Street, Tuen Mun, New Territories",5,"B,D",5334,32004.0,@$6,Market,"(815053, 828087)"
5923, ,14/10/2019,Kwun Tong,"No. 0006, Fully Industrial Building, Tsun Yip Lane, Kwun Tong, Kowloon",3,A,2559,43000.0,@$17,Market,"(841122, 819270)"
5924, ,14/10/2019,Kwun Tong,"No. 15-17, Montery Plaza, Chong Yip Street, Kwun Tong, Kowloon",32,D,1179,35000.0,@$30,Market,"(840710, 819407)"
5925, ,14/10/2019,Kwun Tong,"No. 133, MG Tower, Hoi Bun Road, Kwun Tong, Kowloon",11,K,2180,52320.0,@$24,Market,"(840750.25, 818907.625)"
5926, ,12/10/2019,Mong Kok,"No. 0009, Prosper Commercial Building, Yin Chong Street, Mong Kok, Kowloon",23,8,275,10500.0,@$38,Market,"(835780, 819732)"
5927, ,12/10/2019,Yuen Long,"Shop 04 on G/F, , Hing Fook Building (Phase 2), No.0008 Man Hop Path, Yuen Long, New Territories",-,-,108,25000.0,@$231,Market,"(820250, 834140)"
5928, ,12/10/2019,Mong Kok,"No. 0009, Prosper Commercial Building, Yin Chong Street, Mong Kok, Kowloon",11,1,192,7800.0,@$41,Market,"(835780, 819732)"
5929, ,12/10/2019,Kwun Tong,"No. 0063, Fook Cheong Building, Hoi Yuen Road, Kwun Tong, Kowloon",6,6,300,4900.0,@$16,Market,"(841198, 819096)"
5930, ,12/10/2019,Fo Tan,"No. 0002-0016, On Shing Industrial Building, Wo Liu Hang Road, Fo Tan, New Territories",4,K,2400,26000.0,@$11,Market,"(838316, 828635)"
5931, ,12/10/2019,Kowloon Bay,"No. 0019, Nan Fung Commercial Centre, Lam Lok Street, Kowloon Bay, Kowloon",17,20,1491,24000.0,@$16,Market,"(839446, 820424)"
5932, ,12/10/2019,Mong Kok,"No. 0042, Wealth Commercial Centre, Kwong Wa Street, Mong Kok, Kowloon",21,13,277,10500.0,@$38,Market,"(835937, 819752)"
5933, ,12/10/2019,Kowloon Bay,"No. 0021, Metro Centre II, Lam Hing Street, Kowloon Bay, Kowloon",8,32,1151,21380.0,@$19,Market,"(839766, 820674)"
5934, ,11/10/2019,Tsim Sha Tsui Central,"No. 0039, Railway Plaza, Chatham Road South, Tsim Sha Tsui Central, Kowloon",7,01B,2618,70686.0,@$27,Market,"(836116, 817717)"
5935, ,11/10/2019,Sheung Wan,"No. 0093-0103, Officeplus @sheung Wan, Wing Lok Street, Sheung Wan, Hong Kong",18,05-08,1050,58800.0,@$56,Market,"(833706, 816412)"
5936, ,11/10/2019,Tuen Mun,"No. 0022, Tuen Mun Central Square, Hoi Wing Road, Tuen Mun, New Territories",23,3,849,16131.0,@$19,Market,"(815176.551, 826919.236)"
5937, ,11/10/2019,Wan Chai,"No. 0025, Harbour Centre, Harbour Road, Wan Chai, Hong Kong",19,8,1480,100640.0,@$68,Market,"(836135, 815801)"
5938, ,11/10/2019,Causeway Bay,"No. 0025-0031, Chinachem Leighton Plaza, Leighton Road, Causeway Bay, Hong Kong",8,2,795,26235.0,@$33,Land Registry,"(836804, 815367)"
5939, ,11/10/2019,Kwai Chung,"No. 40-52, Kwai Cheong Centre, Kwai Cheong Road, Kwai Chung, New Territories",5,13,924,15000.0,@$16,Market,"(831720, 824960)"
5940, ,15/03/2019,Tuen Mun,"No. 0006, Hang Wai Industrial Centre Block B, Kin Tai Street, Tuen Mun, New Territories",9,4,1401,14010.0,@$10,Market,"(814987, 828505)"
5941, ,15/03/2019,Tuen Mun,"No. 0006, Hang Wai Industrial Centre Block B, Kin Tai Street, Tuen Mun, New Territories",9,3,1401,14010.0,@$10,Market,"(814987, 828505)"
5942, ,15/03/2019,Sham Shui Po,"Shop 6&7B on G/F, , No.0065-0071 Yen Chow Street, Sham Shui Po, Kowloon",-,-,900,52000.0,@$58,Market,"(834540.91272, 821305.11909)"
5943, ,15/03/2019,Tai Po,"Shop B on G/F, &M/F, Sheung On Building, No.0015 Ting Kok Road, Tai Po, New Territories",-,-,1500,50000.0,@$33,Market,"(835057, 834732)"
5944, ,15/03/2019,Sham Shui Po,"Shop  4 on G/F, , No.0017 Cheung Fat Street, Sham Shui Po, Kowloon",-,-,380,29000.0,@$76,Market,"(834343.99776, 822407.40724)"
5945, ,15/03/2019,Tin Shui Wai,"No. 0008, One Sky Mall, Unknown, Tin Shui Wai, New Territories",2,2085,232,13000.0,@$56,Market,"(818414.456, 836135.91)"
5946, ,15/03/2019,Tsim Sha Tsui East,"No. 0100, Harbour Crystal Centre, Granville Road, Tsim Sha Tsui East, Kowloon",7,06A,1175,38775.0,@$33,Market,"(836409, 817983)"
5947, ,15/03/2019,North Point,"No. 0250, Fortress Tower, King's Road, North Point, Hong Kong",18,10,1469,36725.0,@$25,Market,"(838062.5, 816659.9)"
5948, ,15/03/2019,Kwun Tong,"No. 0011, Wah Shing Centre (KT), Shing Yip Street, Kwun Tong, Kowloon",13,13(A),138,3980.0,@$29,Market,"(841386, 819079)"
5949, ,15/03/2019,Tuen Mun,"No. 0002, Tuen Mun Industrial Centre F, San Ping Circuit, Tuen Mun, New Territories",8,F01,2482,27000.0,@$11,Market,"(814869, 828382)"
5950, ,15/03/2019,Wong Chuk Hang,"No. 0050, W50, Wong Chuk Hang Road, Wong Chuk Hang, Hong Kong",8,7,605,15125.0,@$25,Market,"(835098.21687, 812162.404340001)"
5951, ,15/03/2019,Kwun Tong,"No. 0062, Camelpaint Building Block 1, Hoi Yuen Road, Kwun Tong, Kowloon",3,B,4455,78000.0,@$18,Market,"(841228.8641, 819081.1207)"
5972, ,22/11/2018,Tsim Sha Tsui West,"No. 0065, Universal Commercial Building, Peking Road, Tsim Sha Tsui West, Kowloon",5,2,524,19912.0,@$38,Market,"(835726, 817479)"
5973, ,22/11/2018,Kwun Tong,"No. 0025, Prosperity Center, Chong Yip Street, Kwun Tong, Kowloon",6,1,1122,20196.0,@$18,Market,"(840676, 819449)"
5974, ,22/11/2018,Kwun Tong,"No. 0042, Treasure Centre, Hung To Road, Kwun Tong, Kowloon",13,7,539,16000.0,@$30,Market,"(840801, 819175)"
5975, ,22/11/2018,Tai Po,"Shop C09A on G/F, G/F, Greenery Plaza (Blk C), No.0003 Chui Yi Street, Tai Po, New Territories",-,-,928,35000.0,@$38,Market,"(834812, 834834)"
5976, ,22/11/2018,Mong Kok,"Shop 19 - G01E on G/F, , Young City, No.0001 Kwong Wa Street, Mong Kok, Kowloon",-,-,62,6000.0,@$97,Market,"(835916.95468, 819755.04985)"
5977, ,22/11/2018,Quarry Bay,"Unit 2 on 3/F, No.1001 King's Road, Quarry Bay, Hong Kong",-,-,3049,182000.0,@$60,Market,"(839922, 816239)"
5978, ,22/11/2018,Kwai Chung,"No. 0100-0102, KC100, Kwai Cheong Road, Kwai Chung, New Territories",12,C-D,13407,375396.0,@$28,Market,"(831683, 824643)"
5979, ,22/11/2018,Wan Chai,"No. 0001, Office Tower - Convention Plaza, Harbour Road, Wan Chai, Hong Kong",31,2,2140,117700.0,@$55,Market,"(845887, 816288)"
5980, ,28/01/2019,Shek Mun,"No. 0018, Technology Park, On Lai Street, Shek Mun, New Territories",12,14,955,14325.0,@$15,Market,"(821055, 835901)"
5981, ,28/01/2019,Kwai Chung,"No. 88, Sun Fung Centre, Kwok Shui Road, Kwai Chung, New Territories",4,14,2070,22800.0,@$11,Market,"(831762, 825734)"
5982, ,27/01/2019,Wan Chai,"No. 0030, Sun Hung Kai Centre, Harbour Road, Wan Chai, Hong Kong",19,01-08,3300,280005.0,@$85,Market,"(836273, 815717)"
5983, ,27/01/2019,Kwun Tong,"No. 0062, Capital Trade Centre, Tsun Yip Street, Kwun Tong, Kowloon",12,E,1003,21063.0,@$21,Market,"(841051, 819166)"
5984, ,26/01/2019,Cheung Sha Wan,"No. 658, Fast Industrial Building, Castle Peak Road, Cheung Sha Wan, Kowloon",7,C(05),500,6800.0,@$14,Market,"(833291, 822177)"
5985, ,26/01/2019,Chai Wan,"No. 0029-0031, Hop Shi Factory Building, Lee Chung Street, Chai Wan, Hong Kong",5,D(17),200,4800.0,@$24,Market,"(842332, 814083)"
5986, ,26/01/2019,Central,"No. 0019, World-Wide House, Des Voeux Road Central, Central, Hong Kong",2,213,300,33000.0,@$110,Market,"(834290.8, 815972.8)"
5987, ,26/01/2019,Shek Mun,"No. 0003, Kings Wing Plaza 1, On Kwan Street, Shek Mun, New Territories",1,136,1330,84000.0,@$63,Market,"(839502.7, 827757.8)"
5996, ,10/01/2019,Tsuen Wan,"No. 66-82, Golden Bear Industrial Centre, Chai Wan Kok Street, Tsuen Wan, New Territories",6,H,5493,49437.0,@$9,Market,"(829198, 825911)"
5997, ,10/01/2019,Tsuen Wan,"No. 66-82, Golden Bear Industrial Centre, Chai Wan Kok Street, Tsuen Wan, New Territories",7,B,5977,53793.0,@$9,Market,"(829198, 825911)"
5998, ,10/01/2019,Cheung Sha Wan,"No. 912-914, Trust Centre, Cheung Sha Wan Road, Cheung Sha Wan, Kowloon",17,4,662,16000.0,@$24,Market,"(833109, 821997)"
5999, ,10/01/2019,Wan Chai,"Shop 2 on G/F, , No.0015 Ship Street, Wan Chai, Hong Kong",-,-,1433,165000.0,@$115,Market,"(835555.53062, 815139.268710001)"
6000, ,20/03/2019,Shatin,"No. 0003, Kings Wing Plaza 1, On Kwan Street, Shatin, New Territories",2,231,1302,46872.0,@$36,Market,"(839484.534, 827667.822)"
6001, ,20/03/2019,Shatin,"No. 0003, Kings Wing Plaza 1, On Kwan Street, Shatin, New Territories",1,115,1784,76712.0,@$43,Market,"(839484.534, 827667.822)"
6002, ,20/03/2019,Sheung Wan,"No. 0216, Sam Cheong Building, Des Voeux Road Central, Sheung Wan, Hong Kong",5,WF,1251,37530.0,@$30,Market,"(833801, 816367)"
6003, ,20/03/2019,Central,"No. 0044, Wyndham Place, Wyndham Street, Central, Hong Kong",27,A+B,1815,90750.0,@$50,Market,"(834017, 815699)"
6004, ,20/03/2019,Mong Kok,"No. 0002, Ho King Commercial Centre, Fa Yuen Street, Mong Kok, Kowloon",14,11B,270,8910.0,@$33,Market,"(835760, 819666)"
6006, ,20/03/2019,Kwai Chung,"No. 12-14, Wah Sing Industrial Building, Wah Sing Street, Kwai Chung, New Territories",11,01(07),175,6000.0,@$34,Market,"(831929, 824934)"
6007, ,20/03/2019,Kwun Tong,"No. 0448-0458, Kwun Tong Industrial Centre Block 3, Kwun Tong Road, Kwun Tong, Kowloon",7,G,1117,20000.0,@$18,Market,"(841478, 819101)"
6008, ,20/03/2019,Tuen Mun,"No. 5, Kwong Kin Trade Centre, Kin Fat Street, Tuen Mun, New Territories",29,8,1132,12678.0,@$11,Market,"(814747, 828642)"
6009, ,20/03/2019,Kwun Tong,"Shop  26 on , Yue Man Centre, No.0300-0302 Ngau Tau Kok Road, Kwun Tong, Kowloon",-,-,479,48000.0,@$100,Market,"(840990, 819489)"
6010, ,20/03/2019,Wan Chai,"No. 0001, One Hennessy, Hennessy Road, Wan Chai, Hong Kong",20-21,WF,24268,2120000.0,@$87,Land Registry,"(836480.5, 815079.9)"
6011, ,20/03/2019,Tsim Sha Tsui Central,"No. 0180, Bowa House, Nathan Road, Tsim Sha Tsui Central, Kowloon",13-14,WF,3308,79392.0,@$24,Market,"(835768, 818209)"
6012, ,08/03/2019,Kwun Tong,"No. 0031, Hing Yip Centre, Hing Yip Street, Kwun Tong, Kowloon",2,A(06),180,4200.0,@$23,Market,"(841329, 818852)"
6013, ,08/03/2019,Shek Mun,"No. 1, Kings Wing Plaza 2, On Kwan Street, Shek Mun, New Territories",20,C,725,22000.0,@$30,Market,"(839502.7, 827757.8)"
6014, ,08/03/2019,Sham Shui Po,"Shop C on G/F, , No.0019-0023 Cedar Street, Sham Shui Po, Kowloon",-,-,2300,70000.0,@$30,Market,"(833827.1, 822486.6)"
6015, ,08/03/2019,Sheung Wan,"Shop C (188) on G/F, , No.0186-0190A Hollywood Road, Sheung Wan, Hong Kong",-,-,1100,75000.0,@$68,Market,"(833581.9081, 816115.376329999)"
6016, ,08/03/2019,Causeway Bay,"Shop  on G/F, , No.0526 Jaffe Road, Causeway Bay, Hong Kong",-,-,623,165000.0,@$265,Market,"(836918, 815815)"
6017, ,08/03/2019,Cheung Sha Wan,"No. 0495, Sing Shun Centre, Castle Peak Road, Cheung Sha Wan, Kowloon",6,6,523,13075.0,@$25,Market,"(833043.10002, 822043.450479999)"
6018, ,08/03/2019,Causeway Bay,"No. 0489, Causeway Bay Plaza 1, Hennessy Road, Causeway Bay, Hong Kong",14,02-03,2783,108537.0,@$39,Land Registry,"(836886, 815719.5)"
6019, ,08/03/2019,Kwun Tong,"No. 0052-0054, Hewlett Centre, Hoi Yuen Road, Kwun Tong, Kowloon",1,09+08(A),5656,90496.0,@$16,Market,"(841133, 818957)"
6040, ,21/02/2019,Shek Mun,"No. 0006, New Trade Plaza Block A, On Ping Street, Shek Mun, New Territories",G,8,1742,68000.0,@$39,Market,"(839417, 827933)"
6041, ,21/02/2019,San Po Kong,"No. 0704, New Trend Centre, Prince Edward Road East, San Po Kong, Kowloon",20,05-06,1479,28101.0,@$19,Market,"(838518, 821705)"
6042, ,21/02/2019,Mong Kok,"Shop SK 1A on 2/F, Argyle Centre, No.0688 Nathan Road, Mong Kok, Kowloon",-,-,163,18000.0,@$110,Market,"(835515, 820121)"
6043, ,21/02/2019,Central,"Shop  on G/F, G/F , 1/F, No.0004-0006 On Lan Street, Central, Hong Kong",-,-,2727,230000.0,@$84,Market,"(834179.19854, 815772.275010001)"
6044, ,21/02/2019,Wan Chai,"No. 0030, Sun Hung Kai Centre, Harbour Road, Wan Chai, Hong Kong",31,PORTION,11000,858000.0,@$78,Market,"(836273, 815717)"
6045, ,21/02/2019,Kwun Tong,"No. 0019, Fullerton Centre, Hung To Road, Kwun Tong, Kowloon",2,01-02,3500,57750.0,@$17,Market,"(840665, 819391)"
6046, ,21/02/2019,Kwai Chung,"No. 0041-0045, Toppy Tower, Kwok Shui Road, Kwai Chung, New Territories",1,W/F,14295,122300.0,@$9,Market,"(831851, 825612)"
6047, ,21/02/2019,Shek Mun,"No. 1, Kings Wing Plaza 2, On Kwan Street, Shek Mun, New Territories",16,B,1437,48000.0,@$33,Market,"(839502.7, 827757.8)"
6048, ,21/02/2019,Cheung Sha Wan,"No. 489-491, HK Industrial Centre Block C, Castle Peak Road, Cheung Sha Wan, Kowloon",5,05(A),950,14250.0,@$15,Market,"(833294, 822085)"
6049, ,21/02/2019,Kwai Chung,"No. 77-81, Magnet Place Tower 1, Container Port Road, Kwai Chung, New Territories",15,5,1960,39200.0,@$20,Market,"(830992, 824014)"
6050, ,21/02/2019,Kwai Chung,"No. 77-81, Magnet Place Tower 1, Container Port Road, Kwai Chung, New Territories",4,1,2507,50140.0,@$20,Market,"(830992, 824014)"
6051, ,21/02/2019,Kwai Chung,"No. 77-81, Magnet Place Tower 1, Container Port Road, Kwai Chung, New Territories",4,6,1533,30660.0,@$20,Market,"(830992, 824014)"
6052, ,21/02/2019,Kwai Chung,"No. 77-81, Magnet Place Tower 1, Container Port Road, Kwai Chung, New Territories",5,7,1533,30660.0,@$20,Market,"(830992, 824014)"
6053, ,21/02/2019,Wong Chuk Hang,"No. 0048, Union Industrial Building, Wong Chuk Hang Road, Wong Chuk Hang, Hong Kong",6,E,245,4900.0,@$20,Market,"(835295, 812240)"
6054, ,21/02/2019,Mong Kok,"Shop 6 on G/F, , No.0121 Tung Choi Street, Mong Kok, Kowloon",-,-,300,55000.0,@$183,Market,"(835660.59375, 819806.90625)"
6055, ,21/02/2019,Mong Kok,"Shop GK2 on G/F, , Argyle Centre, No.0688 Nathan Road, Mong Kok, Kowloon",-,-,80,28800.0,@$360,Market,"(835515, 820121)"
6056, ,21/02/2019,Shau Kei Wan,"Shop  on G/F, G/F, No.0008 Po Man Street, Shau Kei Wan, Hong Kong",-,-,900,62000.0,@$69,Market,"(841649.57401, 815519.1854)"
6057, ,21/02/2019,Mei Foo,"Shop N27A(FRONT PORTION) on G/F, , Mei Foo Sun Chuen Phase 5, No.0001-0024 Nassau Street, Mei Foo, New Territories",-,-,450,120000.0,@$267,Market,"(832384, 822286)"
6058, ,21/02/2019,Sheung Wan,"No. 0089, Man Lok Building, Bonham Strand, Sheung Wan, Hong Kong",3,C,720,22003.0,@$31,Market,"(833631, 816373)"
6059, ,21/02/2019,Central,"No. 0001, On Hing Building, On Hing Terrace, Central, Hong Kong",5,WF,4580,215260.0,@$47,Market,"(834169, 815743)"
6060, ,19/12/2018,Hung Hom,"No. 0069A, Nan On Commercial Building, Wuhu Street, Hung Hom, Kowloon",13,3,559,13416.0,@$24,Market,"(837261, 818639)"
6061, ,19/12/2018,Cheung Sha Wan,"No. 668-680, W668, Castle Peak Road, Cheung Sha Wan, Kowloon",9,7,853,18500.0,@$22,Market,"(833043.10002, 822043.450479999)"
6062, ,19/12/2018,Tsuen Wan,"Shop 08B on G/F, , Tai Wah Building, No.0009-0031 Tai Pei Square, Tsuen Wan, New Territories",-,-,650,25000.0,@$38,Market,"(830053.70245, 825700.94665)"
6063, ,19/12/2018,Central,"No. 0079, Man Hing Commercial Building, Queen's Road Central, Central, Hong Kong",2,B,1160,37120.0,@$32,Market,"(834044, 816064)"
6064, ,19/12/2018,Fo Tan,"No. 0019-0025, Universal Industrial Centre, Shan Mei Street, Fo Tan, New Territories",4,G-H(11),230,4200.0,@$18,Market,"(837920, 828657)"
6065, ,19/12/2018,Tsuen Wan,"No. 168, Tak Fung Industrial Centre 1, Texaco Road, Tsuen Wan, New Territories",24,13,1072,10720.0,@$10,Market,"(830259, 824996)"
6066, ,19/12/2018,Kwun Tong,"No. 0025, Prosperity Center, Chong Yip Street, Kwun Tong, Kowloon",20,07-08,2241,43700.0,@$20,Market,"(840676, 819449)"
6067, ,19/12/2018,Fo Tan,"No. 0038-0040, Wah Wai Centre, Au Pui Wan Street, Fo Tan, New Territories",G,04(H),415,10000.0,@$24,Market,"(837886.1, 828992.8)"
6068, ,19/12/2018,Shatin,"Shop A on G/F, , Greenfield Court, No.0009-0011 Sha Tin Wai Road, Shatin, New Territories",-,-,483,90000.0,@$186,Market,"(838230, 826752)"
6069, ,19/12/2018,Tsuen Wan,"Shop UG-56 on UG/F, Tsuen Wan Garden Phase 1, No.0015-0023 Castle Peak Road, Tsuen Wan, New Territories",-,-,1010,28280.0,@$28,Market,"(830612, 825633)"
6070, ,19/12/2018,Yuen Long,"Shop I on G/F,  & C/L, Shun Fat Bldg, No.0013-0017 Kik Yeung Road, Yuen Long, New Territories",-,-,1250,90000.0,@$72,Market,"(821267, 833945)"
6071, ,19/12/2018,North Point,"No. 0389, Henan Electric Development Building, King's Road, North Point, Hong Kong",21,B,1088,26112.0,@$24,Market,"(838497, 816904)"
6072, ,19/12/2018,Yau Ma Tei,"No. 0522, Golden Dragon Commercial Building, Nathan Road, Yau Ma Tei, Kowloon",19,WF,823,19000.0,@$23,Market,"(835663, 819276)"
6073, ,19/12/2018,San Po Kong,"No. 0003, Maxgrand Plaza, Tai Yau Street, San Po Kong, Kowloon",30,K,2480,59520.0,@$24,Market,"(838565, 822127)"
6074, ,19/12/2018,Cheung Sha Wan,"No. 1059, Sun Kwong Industrial Building, Tung Chau West Street, Cheung Sha Wan, Kowloon",3,B,1856,30000.0,@$16,Market,"(833086, 822105)"
6075, ,19/12/2018,Cheung Sha Wan,"No. 1033, Yuen Shing Industrial Building, Yee Kuk West Street, Cheung Sha Wan, Kowloon",11,5,1490,26000.0,@$17,Market,"(833213, 822154)"
6076, ,05/12/2018,Shatin,"Shop 228D on , Kings Wing Plaza II, No.0001 On Kwan Street, Shatin, New Territories",-,-,451,22000.0,@$49,Market,"(839561.7, 827781.1)"
6077, ,05/12/2018,Sham Shui Po,"Shop  on G/F, , No.0288-0290 Tung Chau Street, Sham Shui Po, Kowloon",-,-,2250,60000.0,@$27,Market,"(834419, 820916)"
6078, ,05/12/2018,Sheung Wan,"No. 0287, Champion Building, Des Voeux Road Central, Sheung Wan, Hong Kong",16,01-03(A-C),1731,55392.0,@$32,Market,"(833623, 816443)"
6079, ,05/12/2018,Central,"No. 0038, Ho Lee Commercial Building, D'Aguilar Street, Central, Hong Kong",11,B,628,22608.0,@$36,Market,"(834037, 815772)"
6080, ,04/12/2018,Sheung Wan,"No. 0288, Eton Building, Des Voeux Road Central, Sheung Wan, Hong Kong",16,B-C,1336,35698.0,@$27,Market,"(833611, 816418)"
6081, ,04/12/2018,Tsim Sha Tsui East,"No. 0062, Wing On Plaza, Mody Road, Tsim Sha Tsui East, Kowloon",11,5,1821,91050.0,@$50,Market,"(836222, 817521)"
6082, ,04/12/2018,Causeway Bay,"No. 0002, Po Ming Bldg, Foo Ming Street, Causeway Bay, Hong Kong",1,D,650,23000.0,@$35,Market,"(836961.1, 815524.9)"
6083, ,04/12/2018,Shatin,"No. 0002, Metropole Square, On Yiu Street, Shatin, New Territories",29,15,1120,22400.0,@$20,Market,"(839481, 827868)"
6084, ,04/12/2018,Kwun Tong,"No. 0062, Capital Trade Centre, Tsun Yip Street, Kwun Tong, Kowloon",5,B,1369,27000.0,@$20,Market,"(841051, 819166)"
6085, ,04/12/2018,Hung Hom,"No. 0038, The Metropolis, Metropolis Drive, Hung Hom, Kowloon",26,1,850,28900.0,@$34,Market,"(836957.5, 818159.1)"
6086, ,04/12/2018,Hung Hom,"No. 0038, The Metropolis, Metropolis Drive, Hung Hom, Kowloon",22,10,1007,36252.0,@$36,Market,"(836957.5, 818159.1)"
6087, ,04/12/2018,San Po Kong,"No. 0023, Po Shing Industrial Building, Tai Yau Street, San Po Kong, Kowloon",8,6,296,6000.0,@$20,Market,"(838525, 822096)"
6088, ,04/12/2018,San Po Kong,"No. 0023, Po Shing Industrial Building, Tai Yau Street, San Po Kong, Kowloon",8,7,296,6000.0,@$20,Market,"(838525, 822096)"
6089, ,04/12/2018,Cheung Sha Wan,"No. 79, The Globe, Wing Hong Street, Cheung Sha Wan, Kowloon",16,A,1158,28950.0,@$25,Market,"(834382, 822334)"
6090, ,04/12/2018,Kwun Tong,"No. 0051, Southtex Building, Tsun Yip Street, Kwun Tong, Kowloon",5,E,220,3500.0,@$16,Market,"(840877, 819096)"
6091, ,04/12/2018,Yuen Long,"No. 0027, Lai Sun Yuen Long Centre, Wang Yip Street East, Yuen Long, New Territories",8,9,2475,27225.0,@$11,Market,"(821110, 834326)"
6092, ,04/12/2018,Yuen Long,"Shop F026 on 1/F, New City, No.0037-0051 Yau San Street, Yuen Long, New Territories",-,-,89,3000.0,@$34,Market,"(821258.57187, 833630.536389999)"
